,CLDATE,SNWD,SNOW,ORIGIN_CITY_NAME,AIRLINE_ID,DEST_CITY_NAME,WEATHER_DELAY,FL_DATE
22,2016-01-01,0.0,0.0,"Boston, MA",19977.0,"Newark, NJ",,2016-01-01
23,2016-01-01,0.0,0.0,"Boston, MA",19977.0,"Los Angeles, CA",,2016-01-01
24,2016-01-01,0.0,0.0,"Boston, MA",19977.0,"Houston, TX",,2016-01-01
25,2016-01-01,0.0,0.0,"Boston, MA",19977.0,"Chicago, IL",,2016-01-01
26,2016-01-01,0.0,0.0,"Boston, MA",19977.0,"Newark, NJ",,2016-01-01
27,2016-01-01,0.0,0.0,"Boston, MA",19977.0,"Newark, NJ",,2016-01-01
28,2016-01-01,0.0,0.0,"Boston, MA",19977.0,"Houston, TX",0.0,2016-01-01
29,2016-01-01,0.0,0.0,"Boston, MA",19977.0,"Houston, TX",,2016-01-01
30,2016-01-01,0.0,0.0,"Boston, MA",19790.0,"Detroit, MI",,2016-01-01
31,2016-01-01,0.0,0.0,"Boston, MA",19790.0,"Atlanta, GA",,2016-01-01
32,2016-01-01,0.0,0.0,"Boston, MA",19790.0,"Atlanta, GA",,2016-01-01
33,2016-01-01,0.0,0.0,"Boston, MA",19790.0,"Atlanta, GA",0.0,2016-01-01
34,2016-01-01,0.0,0.0,"Boston, MA",19790.0,"Orlando, FL",,2016-01-01
35,2016-01-01,0.0,0.0,"Boston, MA",19930.0,"Seattle, WA",,2016-01-01
36,2016-01-01,0.0,0.0,"Boston, MA",19930.0,"Seattle, WA",,2016-01-01
37,2016-01-01,0.0,0.0,"Boston, MA",19930.0,"Portland, OR",,2016-01-01
38,2016-01-01,0.0,0.0,"Boston, MA",19930.0,"San Diego, CA",,2016-01-01
39,2016-01-01,0.0,0.0,"Boston, MA",20366.0,"Newark, NJ",,2016-01-01
40,2016-01-01,0.0,0.0,"Boston, MA",20366.0,"Cleveland, OH",,2016-01-01
41,2016-01-01,0.0,0.0,"Boston, MA",20366.0,"Detroit, MI",,2016-01-01
42,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"Chicago, IL",,2016-01-01
43,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"New York, NY",,2016-01-01
44,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"Los Angeles, CA",,2016-01-01
45,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"Los Angeles, CA",,2016-01-01
46,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"Chicago, IL",,2016-01-01
47,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"Los Angeles, CA",,2016-01-01
48,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"New York, NY",,2016-01-01
49,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"Los Angeles, CA",,2016-01-01
50,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"Chicago, IL",,2016-01-01
51,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"Chicago, IL",,2016-01-01
52,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"Los Angeles, CA",,2016-01-01
53,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"Dallas/Fort Worth, TX",,2016-01-01
54,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"Miami, FL",0.0,2016-01-01
55,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"New York, NY",,2016-01-01
56,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"Miami, FL",,2016-01-01
57,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"Miami, FL",0.0,2016-01-01
58,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"Dallas/Fort Worth, TX",,2016-01-01
59,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"Chicago, IL",,2016-01-01
60,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"Miami, FL",,2016-01-01
61,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"Chicago, IL",,2016-01-01
62,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"Dallas/Fort Worth, TX",,2016-01-01
63,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"Dallas/Fort Worth, TX",,2016-01-01
64,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"Miami, FL",,2016-01-01
65,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"Dallas/Fort Worth, TX",,2016-01-01
66,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"Dallas/Fort Worth, TX",,2016-01-01
67,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"Phoenix, AZ",,2016-01-01
68,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"Phoenix, AZ",0.0,2016-01-01
69,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"Charlotte, NC",,2016-01-01
70,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"Charlotte, NC",0.0,2016-01-01
71,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"Phoenix, AZ",,2016-01-01
72,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"Philadelphia, PA",,2016-01-01
73,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"Charlotte, NC",,2016-01-01
74,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"Charlotte, NC",,2016-01-01
75,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"Charlotte, NC",,2016-01-01
76,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"Philadelphia, PA",,2016-01-01
77,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"Washington, DC",,2016-01-01
78,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"Washington, DC",,2016-01-01
79,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"Washington, DC",,2016-01-01
80,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"Washington, DC",,2016-01-01
81,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"Miami, FL",0.0,2016-01-01
82,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"New York, NY",,2016-01-01
83,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"Charlotte, NC",,2016-01-01
84,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"Charlotte, NC",,2016-01-01
85,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"Philadelphia, PA",,2016-01-01
86,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"Charlotte, NC",,2016-01-01
87,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"Philadelphia, PA",,2016-01-01
88,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"Phoenix, AZ",,2016-01-01
89,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"Dallas/Fort Worth, TX",,2016-01-01
90,2016-01-01,0.0,0.0,"Boston, MA",19805.0,"Miami, FL",0.0,2016-01-01
91,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Orlando, FL",,2016-01-01
92,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Washington, DC",,2016-01-01
93,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Fort Myers, FL",,2016-01-01
94,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Fort Lauderdale, FL",0.0,2016-01-01
95,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"San Jose, CA",,2016-01-01
96,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Los Angeles, CA",,2016-01-01
97,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Washington, DC",,2016-01-01
98,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Denver, CO",,2016-01-01
99,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Seattle, WA",,2016-01-01
100,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Buffalo, NY",,2016-01-01
101,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Fort Lauderdale, FL",,2016-01-01
102,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Seattle, WA",,2016-01-01
103,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Phoenix, AZ",,2016-01-01
104,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"New York, NY",,2016-01-01
105,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"San Diego, CA",,2016-01-01
106,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"San Francisco, CA",,2016-01-01
107,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Cleveland, OH",,2016-01-01
108,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Fort Myers, FL",,2016-01-01
109,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Los Angeles, CA",,2016-01-01
110,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Washington, DC",,2016-01-01
111,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Tampa, FL",0.0,2016-01-01
112,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"New York, NY",,2016-01-01
113,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"West Palm Beach/Palm Beach, FL",,2016-01-01
114,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Sarasota/Bradenton, FL",,2016-01-01
115,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Philadelphia, PA",,2016-01-01
116,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Las Vegas, NV",0.0,2016-01-01
117,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Charlotte Amalie, VI",,2016-01-01
118,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"New York, NY",,2016-01-01
119,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"West Palm Beach/Palm Beach, FL",,2016-01-01
120,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Baltimore, MD",,2016-01-01
121,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"San Francisco, CA",,2016-01-01
122,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"San Juan, PR",,2016-01-01
123,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Fort Myers, FL",,2016-01-01
124,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Washington, DC",,2016-01-01
125,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Tampa, FL",,2016-01-01
126,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Charlotte Amalie, VI",,2016-01-01
127,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"New York, NY",,2016-01-01
128,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"West Palm Beach/Palm Beach, FL",,2016-01-01
129,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Orlando, FL",,2016-01-01
130,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Fort Myers, FL",,2016-01-01
131,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Washington, DC",,2016-01-01
132,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Denver, CO",,2016-01-01
133,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Houston, TX",,2016-01-01
134,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Austin, TX",0.0,2016-01-01
135,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Fort Myers, FL",0.0,2016-01-01
136,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Las Vegas, NV",,2016-01-01
137,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Richmond, VA",,2016-01-01
138,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Raleigh/Durham, NC",0.0,2016-01-01
139,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Washington, DC",0.0,2016-01-01
140,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Jacksonville, FL",,2016-01-01
141,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Detroit, MI",,2016-01-01
142,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Philadelphia, PA",,2016-01-01
143,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Fort Myers, FL",,2016-01-01
144,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Jacksonville, FL",,2016-01-01
145,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Detroit, MI",,2016-01-01
146,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Fort Lauderdale, FL",0.0,2016-01-01
147,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Pittsburgh, PA",,2016-01-01
148,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"New York, NY",,2016-01-01
149,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"West Palm Beach/Palm Beach, FL",,2016-01-01
150,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Orlando, FL",,2016-01-01
151,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Raleigh/Durham, NC",,2016-01-01
152,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Baltimore, MD",,2016-01-01
153,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Charlotte, NC",,2016-01-01
154,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Orlando, FL",,2016-01-01
155,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Raleigh/Durham, NC",,2016-01-01
156,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Washington, DC",,2016-01-01
157,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Buffalo, NY",,2016-01-01
158,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Charleston, SC",,2016-01-01
159,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Pittsburgh, PA",,2016-01-01
160,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Washington, DC",,2016-01-01
161,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Detroit, MI",,2016-01-01
162,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Fort Lauderdale, FL",0.0,2016-01-01
163,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Orlando, FL",0.0,2016-01-01
164,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Fort Lauderdale, FL",,2016-01-01
165,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Tampa, FL",,2016-01-01
166,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Fort Lauderdale, FL",,2016-01-01
167,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Tampa, FL",0.0,2016-01-01
168,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"San Juan, PR",,2016-01-01
169,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Newark, NJ",,2016-01-01
170,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Fort Myers, FL",,2016-01-01
171,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"San Diego, CA",,2016-01-01
172,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Savannah, GA",,2016-01-01
173,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Orlando, FL",,2016-01-01
174,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"San Juan, PR",,2016-01-01
175,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Fort Lauderdale, FL",,2016-01-01
176,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Chicago, IL",,2016-01-01
177,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"New York, NY",,2016-01-01
178,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"West Palm Beach/Palm Beach, FL",,2016-01-01
179,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"San Francisco, CA",,2016-01-01
180,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Orlando, FL",,2016-01-01
181,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Dallas/Fort Worth, TX",0.0,2016-01-01
182,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"West Palm Beach/Palm Beach, FL",,2016-01-01
183,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Orlando, FL",,2016-01-01
184,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"San Juan, PR",,2016-01-01
185,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Fort Lauderdale, FL",,2016-01-01
186,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Los Angeles, CA",,2016-01-01
187,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"New York, NY",,2016-01-01
188,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"West Palm Beach/Palm Beach, FL",,2016-01-01
189,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Washington, DC",,2016-01-01
190,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"San Juan, PR",,2016-01-01
191,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Richmond, VA",,2016-01-01
192,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Tampa, FL",0.0,2016-01-01
193,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"New Orleans, LA",,2016-01-01
194,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Long Beach, CA",,2016-01-01
195,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"New York, NY",,2016-01-01
196,2016-01-01,0.0,0.0,"Boston, MA",20409.0,"Cleveland, OH",,2016-01-01
197,2016-01-01,0.0,0.0,"Boston, MA",19790.0,"Atlanta, GA",,2016-01-01
198,2016-01-01,0.0,0.0,"Boston, MA",19790.0,"Minneapolis, MN",,2016-01-01
199,2016-01-01,0.0,0.0,"Boston, MA",19790.0,"Minneapolis, MN",,2016-01-01
200,2016-01-01,0.0,0.0,"Boston, MA",19790.0,"Minneapolis, MN",,2016-01-01
201,2016-01-01,0.0,0.0,"Boston, MA",19790.0,"Atlanta, GA",,2016-01-01
202,2016-01-01,0.0,0.0,"Boston, MA",19790.0,"Fort Lauderdale, FL",,2016-01-01
203,2016-01-01,0.0,0.0,"Boston, MA",19790.0,"Detroit, MI",,2016-01-01
204,2016-01-01,0.0,0.0,"Boston, MA",19790.0,"Salt Lake City, UT",,2016-01-01
205,2016-01-01,0.0,0.0,"Boston, MA",19790.0,"Los Angeles, CA",,2016-01-01
206,2016-01-01,0.0,0.0,"Boston, MA",19790.0,"Minneapolis, MN",,2016-01-01
207,2016-01-01,0.0,0.0,"Boston, MA",19790.0,"New York, NY",,2016-01-01
208,2016-01-01,0.0,0.0,"Boston, MA",19790.0,"New York, NY",,2016-01-01
209,2016-01-01,0.0,0.0,"Boston, MA",19790.0,"New York, NY",,2016-01-01
210,2016-01-01,0.0,0.0,"Boston, MA",19790.0,"Atlanta, GA",,2016-01-01
211,2016-01-01,0.0,0.0,"Boston, MA",19790.0,"Atlanta, GA",,2016-01-01
212,2016-01-01,0.0,0.0,"Boston, MA",19790.0,"Detroit, MI",,2016-01-01
213,2016-01-01,0.0,0.0,"Boston, MA",19790.0,"Atlanta, GA",,2016-01-01
214,2016-01-01,0.0,0.0,"Boston, MA",19393.0,"Atlanta, GA",,2016-01-01
215,2016-01-01,0.0,0.0,"Boston, MA",19393.0,"Atlanta, GA",,2016-01-01
216,2016-01-01,0.0,0.0,"Boston, MA",19393.0,"Atlanta, GA",,2016-01-01
217,2016-01-01,0.0,0.0,"Boston, MA",19393.0,"Austin, TX",,2016-01-01
218,2016-01-01,0.0,0.0,"Boston, MA",19393.0,"Nashville, TN",,2016-01-01
219,2016-01-01,0.0,0.0,"Boston, MA",19393.0,"Baltimore, MD",,2016-01-01
220,2016-01-01,0.0,0.0,"Boston, MA",19393.0,"Baltimore, MD",,2016-01-01
221,2016-01-01,0.0,0.0,"Boston, MA",19393.0,"Baltimore, MD",,2016-01-01
222,2016-01-01,0.0,0.0,"Boston, MA",19393.0,"Baltimore, MD",,2016-01-01
223,2016-01-01,0.0,0.0,"Boston, MA",19393.0,"Baltimore, MD",,2016-01-01
224,2016-01-01,0.0,0.0,"Boston, MA",19393.0,"Baltimore, MD",,2016-01-01
225,2016-01-01,0.0,0.0,"Boston, MA",19393.0,"Baltimore, MD",0.0,2016-01-01
226,2016-01-01,0.0,0.0,"Boston, MA",19393.0,"Columbus, OH",,2016-01-01
227,2016-01-01,0.0,0.0,"Boston, MA",19393.0,"Columbus, OH",,2016-01-01
228,2016-01-01,0.0,0.0,"Boston, MA",19393.0,"Dallas, TX",,2016-01-01
229,2016-01-01,0.0,0.0,"Boston, MA",19393.0,"Denver, CO",,2016-01-01
230,2016-01-01,0.0,0.0,"Boston, MA",19393.0,"Denver, CO",,2016-01-01
231,2016-01-01,0.0,0.0,"Boston, MA",19393.0,"Houston, TX",,2016-01-01
232,2016-01-01,0.0,0.0,"Boston, MA",19393.0,"Indianapolis, IN",,2016-01-01
233,2016-01-01,0.0,0.0,"Boston, MA",19393.0,"Indianapolis, IN",,2016-01-01
234,2016-01-01,0.0,0.0,"Boston, MA",19393.0,"Kansas City, MO",,2016-01-01
235,2016-01-01,0.0,0.0,"Boston, MA",19393.0,"Chicago, IL",,2016-01-01
236,2016-01-01,0.0,0.0,"Boston, MA",19393.0,"Chicago, IL",,2016-01-01
237,2016-01-01,0.0,0.0,"Boston, MA",19393.0,"Milwaukee, WI",,2016-01-01
238,2016-01-01,0.0,0.0,"Boston, MA",19393.0,"St. Louis, MO",,2016-01-01
239,2016-01-02,0.0,0.0,"Boston, MA",19977.0,"Denver, CO",,2016-01-02
240,2016-01-02,0.0,0.0,"Boston, MA",19977.0,"Chicago, IL",,2016-01-02
241,2016-01-02,0.0,0.0,"Boston, MA",19977.0,"San Francisco, CA",,2016-01-02
242,2016-01-02,0.0,0.0,"Boston, MA",19393.0,"Atlanta, GA",,2016-01-02
243,2016-01-02,0.0,0.0,"Boston, MA",19393.0,"Atlanta, GA",,2016-01-02
244,2016-01-02,0.0,0.0,"Boston, MA",19393.0,"Atlanta, GA",,2016-01-02
245,2016-01-02,0.0,0.0,"Boston, MA",19393.0,"Austin, TX",,2016-01-02
246,2016-01-02,0.0,0.0,"Boston, MA",19393.0,"Nashville, TN",,2016-01-02
247,2016-01-02,0.0,0.0,"Boston, MA",19393.0,"Nashville, TN",,2016-01-02
248,2016-01-02,0.0,0.0,"Boston, MA",19393.0,"Baltimore, MD",,2016-01-02
249,2016-01-02,0.0,0.0,"Boston, MA",19393.0,"Baltimore, MD",0.0,2016-01-02
250,2016-01-02,0.0,0.0,"Boston, MA",19393.0,"Baltimore, MD",,2016-01-02
251,2016-01-02,0.0,0.0,"Boston, MA",19393.0,"Baltimore, MD",,2016-01-02
252,2016-01-02,0.0,0.0,"Boston, MA",19393.0,"Baltimore, MD",,2016-01-02
253,2016-01-02,0.0,0.0,"Boston, MA",19393.0,"Baltimore, MD",,2016-01-02
254,2016-01-02,0.0,0.0,"Boston, MA",19393.0,"Baltimore, MD",,2016-01-02
255,2016-01-02,0.0,0.0,"Boston, MA",19393.0,"Baltimore, MD",,2016-01-02
256,2016-01-02,0.0,0.0,"Boston, MA",19393.0,"Baltimore, MD",,2016-01-02
257,2016-01-02,0.0,0.0,"Boston, MA",19393.0,"Columbus, OH",,2016-01-02
258,2016-01-02,0.0,0.0,"Boston, MA",19393.0,"Columbus, OH",,2016-01-02
259,2016-01-02,0.0,0.0,"Boston, MA",19393.0,"Dallas, TX",,2016-01-02
260,2016-01-02,0.0,0.0,"Boston, MA",19393.0,"Denver, CO",,2016-01-02
261,2016-01-02,0.0,0.0,"Boston, MA",19393.0,"Denver, CO",,2016-01-02
262,2016-01-02,0.0,0.0,"Boston, MA",19393.0,"Houston, TX",,2016-01-02
263,2016-01-02,0.0,0.0,"Boston, MA",19393.0,"Houston, TX",,2016-01-02
264,2016-01-02,0.0,0.0,"Boston, MA",19393.0,"Indianapolis, IN",,2016-01-02
265,2016-01-02,0.0,0.0,"Boston, MA",19393.0,"Indianapolis, IN",,2016-01-02
266,2016-01-02,0.0,0.0,"Boston, MA",19393.0,"Kansas City, MO",,2016-01-02
267,2016-01-02,0.0,0.0,"Boston, MA",19393.0,"Kansas City, MO",,2016-01-02
268,2016-01-02,0.0,0.0,"Boston, MA",19393.0,"Chicago, IL",,2016-01-02
269,2016-01-02,0.0,0.0,"Boston, MA",19393.0,"Chicago, IL",,2016-01-02
270,2016-01-02,0.0,0.0,"Boston, MA",19393.0,"Chicago, IL",,2016-01-02
271,2016-01-02,0.0,0.0,"Boston, MA",19393.0,"Chicago, IL",0.0,2016-01-02
272,2016-01-02,0.0,0.0,"Boston, MA",19393.0,"Chicago, IL",,2016-01-02
273,2016-01-02,0.0,0.0,"Boston, MA",19393.0,"Milwaukee, WI",,2016-01-02
274,2016-01-02,0.0,0.0,"Boston, MA",19393.0,"Milwaukee, WI",,2016-01-02
275,2016-01-02,0.0,0.0,"Boston, MA",19393.0,"St. Louis, MO",,2016-01-02
276,2016-01-02,0.0,0.0,"Boston, MA",19393.0,"St. Louis, MO",,2016-01-02
277,2016-01-02,0.0,0.0,"Boston, MA",19393.0,"St. Louis, MO",,2016-01-02
278,2016-01-02,0.0,0.0,"Boston, MA",19805.0,"New York, NY",,2016-01-02
279,2016-01-02,0.0,0.0,"Boston, MA",19805.0,"Los Angeles, CA",,2016-01-02
280,2016-01-02,0.0,0.0,"Boston, MA",19805.0,"Los Angeles, CA",,2016-01-02
281,2016-01-02,0.0,0.0,"Boston, MA",19805.0,"Chicago, IL",,2016-01-02
282,2016-01-02,0.0,0.0,"Boston, MA",19805.0,"Los Angeles, CA",,2016-01-02
283,2016-01-02,0.0,0.0,"Boston, MA",19805.0,"Los Angeles, CA",,2016-01-02
284,2016-01-02,0.0,0.0,"Boston, MA",19805.0,"Chicago, IL",,2016-01-02
285,2016-01-02,0.0,0.0,"Boston, MA",19805.0,"Chicago, IL",,2016-01-02
