Name of Restaurant,City,Country Code,Day of week,Start Time Hour,Start Time Minute,End Time Hour,End Time Minute 
Bistrode CBD,Sydney,AU,5,10,00,15,00
Bistrode CBD,Sydney,AU,5,17,00,22,30
Bistrode CBD,Sydney,AU,6,10,00,15,00
Bistrot d'Orsay,Melbourne,AU,0,17,00,22,00
Bistrot d'Orsay,Melbourne,AU,1,17,00,22,00
Bistrot d'Orsay,Melbourne,AU,2,17,00,22,00
Bistrot d'Orsay,Melbourne,AU,3,17,00,22,00
Bistrot d'Orsay,Melbourne,AU,4,17,00,22,30
Bistrot d'Orsay,Melbourne,AU,5,10,00,15,00
Bistrot d'Orsay,Melbourne,AU,5,17,00,22,30
Bistrot d'Orsay,Melbourne,AU,6,10,00,15,00
Bistrot Du Coin,Washington,US,0,17,00,22,00
Bistrot Du Coin,Washington,US,1,17,00,22,00
Bistrot Du Coin,Washington,US,2,17,00,22,00
Bistrot Du Coin,Washington,US,3,17,00,22,00
Bistrot Du Coin,Washington,US,4,17,00,22,30
Bistrot Du Coin,Washington,US,5,10,00,15,00
Bistrot Du Coin,Washington,US,5,17,00,22,30
Bistrot Du Coin,Washington,US,6,10,00,15,00
Bistroteque,Sydney,AU,0,17,00,22,00
Bistroteque,Sydney,AU,1,17,00,22,00
Bistroteque,Sydney,AU,2,17,00,22,00
Bistroteque,Sydney,AU,3,17,00,22,00
Bistroteque,Sydney,AU,4,17,00,22,30
Bistroteque,Sydney,AU,5,10,00,15,00
Bistroteque,Sydney,AU,5,17,00,22,30
Bistroteque,Sydney,AU,6,10,00,15,00
Bite Breakfast & Lunch,Las Vegas,US,0,17,00,22,00
Bite Breakfast & Lunch,Las Vegas,US,1,17,00,22,00
Bite Breakfast & Lunch,Las Vegas,US,2,17,00,22,00
Bite Breakfast & Lunch,Las Vegas,US,3,17,00,22,00
Bite Breakfast & Lunch,Las Vegas,US,4,17,00,22,30
Bite Breakfast & Lunch,Las Vegas,US,5,10,00,15,00
Bite Breakfast & Lunch,Las Vegas,US,5,17,00,22,30
Bite Breakfast & Lunch,Las Vegas,US,6,10,00,15,00
Bite Café,Chicago,US,0,17,00,22,00
Bite Café,Chicago,US,1,17,00,22,00
Bite Café,Chicago,US,2,17,00,22,00
Bite Café,Chicago,US,3,17,00,22,00
Bite Café,Chicago,US,4,17,00,22,30
Bite Café,Chicago,US,5,10,00,15,00
Bite Café,Chicago,US,5,17,00,22,30
Bite Café,Chicago,US,6,10,00,15,00
Bite,San Francisco,US,0,17,00,22,00
Bite,San Francisco,US,1,17,00,22,00
Bite,San Francisco,US,2,17,00,22,00
Bite,San Francisco,US,3,17,00,22,00
Bite,San Francisco,US,4,17,00,22,30
Bite,San Francisco,US,5,10,00,15,00
Bite,San Francisco,US,5,17,00,22,30
Bite,San Francisco,US,6,10,00,15,00
Bittersweet,Kingston,AU,0,17,00,22,00
Bittersweet,Kingston,AU,1,17,00,22,00
Bittersweet,Kingston,AU,2,17,00,22,00
Bittersweet,Kingston,AU,3,17,00,22,00
Bittersweet,Kingston,AU,4,17,00,22,30
Bittersweet,Kingston,AU,5,10,00,15,00
Bittersweet,Kingston,AU,5,17,00,22,30
Bittersweet,Kingston,AU,6,10,00,15,00
Bivouac,Northbridge,AU,0,17,00,22,00
Bivouac,Northbridge,AU,1,17,00,22,00
Bivouac,Northbridge,AU,2,17,00,22,00
Bivouac,Northbridge,AU,3,17,00,22,00
Bivouac,Northbridge,AU,4,17,00,22,30
Bivouac,Northbridge,AU,5,10,00,15,00
Bivouac,Northbridge,AU,5,17,00,22,30
Bivouac,Northbridge,AU,6,10,00,15,00
Biwon Korean BBQ & Sushi Restaurant,Las Vegas,US,0,17,00,22,00
Biwon Korean BBQ & Sushi Restaurant,Las Vegas,US,1,17,00,22,00
Biwon Korean BBQ & Sushi Restaurant,Las Vegas,US,2,17,00,22,00
Biwon Korean BBQ & Sushi Restaurant,Las Vegas,US,3,17,00,22,00
Biwon Korean BBQ & Sushi Restaurant,Las Vegas,US,4,17,00,22,30
Biwon Korean BBQ & Sushi Restaurant,Las Vegas,US,5,10,00,15,00
Biwon Korean BBQ & Sushi Restaurant,Las Vegas,US,5,17,00,22,30
Biwon Korean BBQ & Sushi Restaurant,Las Vegas,US,6,10,00,15,00
Bizzarro,London,GB,0,17,00,22,00
Bizzarro,London,GB,1,17,00,22,00
Bizzarro,London,GB,2,17,00,22,00
Bizzarro,London,GB,3,17,00,22,00
Bizzarro,London,GB,4,17,00,22,30
Bizzarro,London,GB,5,10,00,15,00
Bizzarro,London,GB,5,17,00,22,30
Bizzarro,London,GB,6,10,00,15,00
BJ's Restaurant & Brewhouse,San Jose,US,0,17,00,22,00
BJ's Restaurant & Brewhouse,San Jose,US,1,17,00,22,00
BJ's Restaurant & Brewhouse,San Jose,US,2,17,00,22,00
BJ's Restaurant & Brewhouse,San Jose,US,3,17,00,22,00
BJ's Restaurant & Brewhouse,San Jose,US,4,17,00,22,30
BJ's Restaurant & Brewhouse,San Jose,US,5,10,00,15,00
BJ's Restaurant & Brewhouse,San Jose,US,5,17,00,22,30
BJ's Restaurant & Brewhouse,San Jose,US,6,10,00,15,00
BKK Cookshop,Washington,US,0,17,00,22,00
BKK Cookshop,Washington,US,1,17,00,22,00
BKK Cookshop,Washington,US,2,17,00,22,00
BKK Cookshop,Washington,US,3,17,00,22,00
BKK Cookshop,Washington,US,4,17,00,22,30
BKK Cookshop,Washington,US,5,10,00,15,00
BKK Cookshop,Washington,US,5,17,00,22,30
BKK Cookshop,Washington,US,6,10,00,15,00
BKW By Brooklyn Winery,Brooklyn,US,0,17,00,22,00
BKW By Brooklyn Winery,Brooklyn,US,1,17,00,22,00
BKW By Brooklyn Winery,Brooklyn,US,2,17,00,22,00
BKW By Brooklyn Winery,Brooklyn,US,3,17,00,22,00
BKW By Brooklyn Winery,Brooklyn,US,4,17,00,22,30
BKW By Brooklyn Winery,Brooklyn,US,5,10,00,15,00
BKW By Brooklyn Winery,Brooklyn,US,5,17,00,22,30
BKW By Brooklyn Winery,Brooklyn,US,6,10,00,15,00
Black Bamboo,Seattle,US,0,17,00,22,00
Black Bamboo,Seattle,US,1,17,00,22,00
Black Bamboo,Seattle,US,2,17,00,22,00
Black Bamboo,Seattle,US,3,17,00,22,00
Black Bamboo,Seattle,US,4,17,00,22,30
Black Bamboo,Seattle,US,5,10,00,15,00
Black Bamboo,Seattle,US,5,17,00,22,30
Black Bamboo,Seattle,US,6,10,00,15,00
BLACK Bar & Grill,Sydney,AU,0,17,00,22,00
BLACK Bar & Grill,Sydney,AU,1,17,00,22,00
BLACK Bar & Grill,Sydney,AU,2,17,00,22,00
BLACK Bar & Grill,Sydney,AU,3,17,00,22,00
BLACK Bar & Grill,Sydney,AU,4,17,00,22,30
BLACK Bar & Grill,Sydney,AU,5,10,00,15,00
BLACK Bar & Grill,Sydney,AU,5,17,00,22,30
BLACK Bar & Grill,Sydney,AU,6,10,00,15,00
Black Bear Diner,Las Vegas,US,0,17,00,22,00
Black Bear Diner,Las Vegas,US,1,17,00,22,00
Black Bear Diner,Las Vegas,US,2,17,00,22,00
Black Bear Diner,Las Vegas,US,3,17,00,22,00
Black Bear Diner,Las Vegas,US,4,17,00,22,30
Black Bear Diner,Las Vegas,US,5,10,00,15,00
Black Bear Diner,Las Vegas,US,5,17,00,22,30
Black Bear Diner,Las Vegas,US,6,10,00,15,00
Black Bottle,Seattle,US,0,17,00,22,00
Black Bottle,Seattle,US,1,17,00,22,00
Black Bottle,Seattle,US,2,17,00,22,00
Black Bottle,Seattle,US,3,17,00,22,00
Black Bottle,Seattle,US,4,17,00,22,30
Black Bottle,Seattle,US,5,10,00,15,00
Black Bottle,Seattle,US,5,17,00,22,30
Black Bottle,Seattle,US,6,10,00,15,00
Black Dove,Glasgow,GB,0,17,00,22,00
Black Dove,Glasgow,GB,1,17,00,22,00
Black Dove,Glasgow,GB,2,17,00,22,00
Black Dove,Glasgow,GB,3,17,00,22,00
Black Dove,Glasgow,GB,4,17,00,22,30
Black Dove,Glasgow,GB,5,10,00,15,00
Black Dove,Glasgow,GB,5,17,00,22,30
Black Dove,Glasgow,GB,6,10,00,15,00
Black Market Bar And Grill,Birmingham,US,0,17,00,22,00
Black Market Bar And Grill,Birmingham,US,1,17,00,22,00
Black Market Bar And Grill,Birmingham,US,2,17,00,22,00
Black Market Bar And Grill,Birmingham,US,3,17,00,22,00
Black Market Bar And Grill,Birmingham,US,4,17,00,22,30
Black Market Bar And Grill,Birmingham,US,5,10,00,15,00
Black Market Bar And Grill,Birmingham,US,5,17,00,22,30
Black Market Bar And Grill,Birmingham,US,6,10,00,15,00
Black Market Bar + Grill,Birmingham,US,0,17,00,22,00
Black Market Bar + Grill,Birmingham,US,1,17,00,22,00
Black Market Bar + Grill,Birmingham,US,2,17,00,22,00
Black Market Bar + Grill,Birmingham,US,3,17,00,22,00
Black Market Bar + Grill,Birmingham,US,4,17,00,22,30
Black Market Bar + Grill,Birmingham,US,5,10,00,15,00
Black Market Bar + Grill,Birmingham,US,5,17,00,22,30
Black Market Bar + Grill,Birmingham,US,6,10,00,15,00
Black Pearl Asian Cuisine,Birmingham,US,0,17,00,22,00
Black Pearl Asian Cuisine,Birmingham,US,1,17,00,22,00
Black Pearl Asian Cuisine,Birmingham,US,2,17,00,22,00
Black Pearl Asian Cuisine,Birmingham,US,3,17,00,22,00
Black Pearl Asian Cuisine,Birmingham,US,4,17,00,22,30
Black Pearl Asian Cuisine,Birmingham,US,5,10,00,15,00
Black Pearl Asian Cuisine,Birmingham,US,5,17,00,22,30
Black Pearl Asian Cuisine,Birmingham,US,6,10,00,15,00
Black Pearl Asian Cuisine,Birmingham,US,0,17,00,22,00
Black Pearl Asian Cuisine,Birmingham,US,1,17,00,22,00
Black Pearl Asian Cuisine,Birmingham,US,2,17,00,22,00
Black Pearl Asian Cuisine,Birmingham,US,3,17,00,22,00
Black Pearl Asian Cuisine,Birmingham,US,4,17,00,22,30
Black Pearl Asian Cuisine,Birmingham,US,5,10,00,15,00
Black Pearl Asian Cuisine,Birmingham,US,5,17,00,22,30
Black Pearl Asian Cuisine,Birmingham,US,6,10,00,15,00
Black Rice,Melbourne,AU,0,17,00,22,00
Black Rice,Melbourne,AU,1,17,00,22,00
Black Rice,Melbourne,AU,2,17,00,22,00
Black Rice,Melbourne,AU,3,17,00,22,00
Black Rice,Melbourne,AU,4,17,00,22,30
Black Rice,Melbourne,AU,5,10,00,15,00
Black Rice,Melbourne,AU,5,17,00,22,30
Black Rice,Melbourne,AU,6,10,00,15,00
Black Roe,London,GB,0,17,00,22,00
Black Roe,London,GB,1,17,00,22,00
Black Roe,London,GB,2,17,00,22,00
Black Roe,London,GB,3,17,00,22,00
Black Roe,London,GB,4,17,00,22,30
Black Roe,London,GB,5,10,00,15,00
Black Roe,London,GB,5,17,00,22,30
Black Roe,London,GB,6,10,00,15,00
Black Seed Cafe & Grill,Boston,US,0,17,00,22,00
Black Seed Cafe & Grill,Boston,US,1,17,00,22,00
Black Seed Cafe & Grill,Boston,US,2,17,00,22,00
Black Seed Cafe & Grill,Boston,US,3,17,00,22,00
Black Seed Cafe & Grill,Boston,US,4,17,00,22,30
Black Seed Cafe & Grill,Boston,US,5,10,00,15,00
Black Seed Cafe & Grill,Boston,US,5,17,00,22,30
Black Seed Cafe & Grill,Boston,US,6,10,00,15,00
Black Sugar,Sydney,AU,0,17,00,22,00
Black Sugar,Sydney,AU,1,17,00,22,00
Black Sugar,Sydney,AU,2,17,00,22,00
Black Sugar,Sydney,AU,3,17,00,22,00
Black Sugar,Sydney,AU,4,17,00,22,30
Black Sugar,Sydney,AU,5,10,00,15,00
Black Sugar,Sydney,AU,5,17,00,22,30
Black Sugar,Sydney,AU,6,10,00,15,00
Black Tie Co,Perth,AU,0,17,00,22,00
Black Tie Co,Perth,AU,1,17,00,22,00
Black Tie Co,Perth,AU,2,17,00,22,00
Black Tie Co,Perth,AU,3,17,00,22,00
Black Tie Co,Perth,AU,4,17,00,22,30
Black Tie Co,Perth,AU,5,10,00,15,00
Black Tie Co,Perth,AU,5,17,00,22,30
Black Tie Co,Perth,AU,6,10,00,15,00
Black Walnut Café,Houston,US,0,17,00,22,00
Black Walnut Café,Houston,US,1,17,00,22,00
Black Walnut Café,Houston,US,2,17,00,22,00
Black Walnut Café,Houston,US,3,17,00,22,00
Black Walnut Café,Houston,US,4,17,00,22,30
Black Walnut Café,Houston,US,5,10,00,15,00
Black Walnut Café,Houston,US,5,17,00,22,30
Black Walnut Café,Houston,US,6,10,00,15,00
Black Walnut Café,Houston,US,0,17,00,22,00
Black Walnut Café,Houston,US,1,17,00,22,00
Black Walnut Café,Houston,US,2,17,00,22,00
Black Walnut Café,Houston,US,3,17,00,22,00
Black Walnut Café,Houston,US,4,17,00,22,30
Black Walnut Café,Houston,US,5,10,00,15,00
Black Walnut Café,Houston,US,5,17,00,22,30
Black Walnut Café,Houston,US,6,10,00,15,00
Blackboard Bistro,Seattle,US,0,17,00,22,00
Blackboard Bistro,Seattle,US,1,17,00,22,00
Blackboard Bistro,Seattle,US,2,17,00,22,00
Blackboard Bistro,Seattle,US,3,17,00,22,00
Blackboard Bistro,Seattle,US,4,17,00,22,30
Blackboard Bistro,Seattle,US,5,10,00,15,00
Blackboard Bistro,Seattle,US,5,17,00,22,30
Blackboard Bistro,Seattle,US,6,10,00,15,00
Blackfire,Braddon,AU,0,17,00,22,00
Blackfire,Braddon,AU,1,17,00,22,00
Blackfire,Braddon,AU,2,17,00,22,00
Blackfire,Braddon,AU,3,17,00,22,00
Blackfire,Braddon,AU,4,17,00,22,30
Blackfire,Braddon,AU,5,10,00,15,00
Blackfire,Braddon,AU,5,17,00,22,30
Blackfire,Braddon,AU,6,10,00,15,00
Blacklock,London,GB,0,17,00,22,00
Blacklock,London,GB,1,17,00,22,00
Blacklock,London,GB,2,17,00,22,00
Blacklock,London,GB,3,17,00,22,00
Blacklock,London,GB,4,17,00,22,30
Blacklock,London,GB,5,10,00,15,00
Blacklock,London,GB,5,17,00,22,30
Blacklock,London,GB,6,10,00,15,00
Blackmoor Bar and Kitchen,Boston,US,0,17,00,22,00
Blackmoor Bar and Kitchen,Boston,US,1,17,00,22,00
Blackmoor Bar and Kitchen,Boston,US,2,17,00,22,00
Blackmoor Bar and Kitchen,Boston,US,3,17,00,22,00
Blackmoor Bar and Kitchen,Boston,US,4,17,00,22,30
Blackmoor Bar and Kitchen,Boston,US,5,10,00,15,00
Blackmoor Bar and Kitchen,Boston,US,5,17,00,22,30
Blackmoor Bar and Kitchen,Boston,US,6,10,00,15,00
BlackSalt,Washington,US,0,17,00,22,00
BlackSalt,Washington,US,1,17,00,22,00
BlackSalt,Washington,US,2,17,00,22,00
BlackSalt,Washington,US,3,17,00,22,00
BlackSalt,Washington,US,4,17,00,22,30
BlackSalt,Washington,US,5,10,00,15,00
BlackSalt,Washington,US,5,17,00,22,30
BlackSalt,Washington,US,6,10,00,15,00
Blacksmith,Houston,US,0,17,00,22,00
Blacksmith,Houston,US,1,17,00,22,00
Blacksmith,Houston,US,2,17,00,22,00
Blacksmith,Houston,US,3,17,00,22,00
Blacksmith,Houston,US,4,17,00,22,30
Blacksmith,Houston,US,5,10,00,15,00
Blacksmith,Houston,US,5,17,00,22,30
Blacksmith,Houston,US,6,10,00,15,00
Blackwells Neighborhood Pub,Birmingham,US,0,17,00,22,00
Blackwells Neighborhood Pub,Birmingham,US,1,17,00,22,00
Blackwells Neighborhood Pub,Birmingham,US,2,17,00,22,00
Blackwells Neighborhood Pub,Birmingham,US,3,17,00,22,00
Blackwells Neighborhood Pub,Birmingham,US,4,17,00,22,30
Blackwells Neighborhood Pub,Birmingham,US,5,10,00,15,00
Blackwells Neighborhood Pub,Birmingham,US,5,17,00,22,30
Blackwells Neighborhood Pub,Birmingham,US,6,10,00,15,00
Blackwood BBQ,Chicago,US,0,17,00,22,00
Blackwood BBQ,Chicago,US,1,17,00,22,00
Blackwood BBQ,Chicago,US,2,17,00,22,00
Blackwood BBQ,Chicago,US,3,17,00,22,00
Blackwood BBQ,Chicago,US,4,17,00,22,30
Blackwood BBQ,Chicago,US,5,10,00,15,00
Blackwood BBQ,Chicago,US,5,17,00,22,30
Blackwood BBQ,Chicago,US,6,10,00,15,00
Blake's BBQ & Burgers,Houston,US,0,17,00,22,00
Blake's BBQ & Burgers,Houston,US,1,17,00,22,00
Blake's BBQ & Burgers,Houston,US,2,17,00,22,00
Blake's BBQ & Burgers,Houston,US,3,17,00,22,00
Blake's BBQ & Burgers,Houston,US,4,17,00,22,30
Blake's BBQ & Burgers,Houston,US,5,10,00,15,00
Blake's BBQ & Burgers,Houston,US,5,17,00,22,30
Blake's BBQ & Burgers,Houston,US,6,10,00,15,00
Blanc Cafe Bar,Melbourne,AU,0,17,00,22,00
Blanc Cafe Bar,Melbourne,AU,1,17,00,22,00
Blanc Cafe Bar,Melbourne,AU,2,17,00,22,00
Blanc Cafe Bar,Melbourne,AU,3,17,00,22,00
Blanc Cafe Bar,Melbourne,AU,4,17,00,22,30
Blanc Cafe Bar,Melbourne,AU,5,10,00,15,00
Blanc Cafe Bar,Melbourne,AU,5,17,00,22,30
Blanc Cafe Bar,Melbourne,AU,6,10,00,15,00
Blanco Tacos + Tequila,Phoenix,US,0,17,00,22,00
Blanco Tacos + Tequila,Phoenix,US,1,17,00,22,00
Blanco Tacos + Tequila,Phoenix,US,2,17,00,22,00
Blanco Tacos + Tequila,Phoenix,US,3,17,00,22,00
Blanco Tacos + Tequila,Phoenix,US,4,17,00,22,30
Blanco Tacos + Tequila,Phoenix,US,5,10,00,15,00
Blanco Tacos + Tequila,Phoenix,US,5,17,00,22,30
Blanco Tacos + Tequila,Phoenix,US,6,10,00,15,00
Blaq Piq,Sydney,AU,0,17,00,22,00
Blaq Piq,Sydney,AU,1,17,00,22,00
Blaq Piq,Sydney,AU,2,17,00,22,00
Blaq Piq,Sydney,AU,3,17,00,22,00
Blaq Piq,Sydney,AU,4,17,00,22,30
Blaq Piq,Sydney,AU,5,10,00,15,00
Blaq Piq,Sydney,AU,5,17,00,22,30
Blaq Piq,Sydney,AU,6,10,00,15,00
Blaze Fast Fire'd Pizza,Boston,US,0,17,00,22,00
Blaze Fast Fire'd Pizza,Boston,US,1,17,00,22,00
Blaze Fast Fire'd Pizza,Boston,US,2,17,00,22,00
Blaze Fast Fire'd Pizza,Boston,US,3,17,00,22,00
Blaze Fast Fire'd Pizza,Boston,US,4,17,00,22,30
Blaze Fast Fire'd Pizza,Boston,US,5,10,00,15,00
Blaze Fast Fire'd Pizza,Boston,US,5,17,00,22,30
Blaze Fast Fire'd Pizza,Boston,US,6,10,00,15,00
Blaze Fast-Fire'd Pizza,Charlotte,US,0,17,00,22,00
Blaze Fast-Fire'd Pizza,Charlotte,US,1,17,00,22,00
Blaze Fast-Fire'd Pizza,Charlotte,US,2,17,00,22,00
Blaze Fast-Fire'd Pizza,Charlotte,US,3,17,00,22,00
Blaze Fast-Fire'd Pizza,Charlotte,US,4,17,00,22,30
Blaze Fast-Fire'd Pizza,Charlotte,US,5,10,00,15,00
Blaze Fast-Fire'd Pizza,Charlotte,US,5,17,00,22,30
Blaze Fast-Fire'd Pizza,Charlotte,US,6,10,00,15,00
Bleecker St.,London,GB,0,17,00,22,00
Bleecker St.,London,GB,1,17,00,22,00
Bleecker St.,London,GB,2,17,00,22,00
Bleecker St.,London,GB,3,17,00,22,00
Bleecker St.,London,GB,4,17,00,22,30
Bleecker St.,London,GB,5,10,00,15,00
Bleecker St.,London,GB,5,17,00,22,30
Bleecker St.,London,GB,6,10,00,15,00
Blend on the Water,Long Island City,US,0,17,00,22,00
Blend on the Water,Long Island City,US,1,17,00,22,00
Blend on the Water,Long Island City,US,2,17,00,22,00
Blend on the Water,Long Island City,US,3,17,00,22,00
Blend on the Water,Long Island City,US,4,17,00,22,30
Blend on the Water,Long Island City,US,5,10,00,15,00
Blend on the Water,Long Island City,US,5,17,00,22,30
Blend on the Water,Long Island City,US,6,10,00,15,00
Blessing's,London,GB,0,17,00,22,00
Blessing's,London,GB,1,17,00,22,00
Blessing's,London,GB,2,17,00,22,00
Blessing's,London,GB,3,17,00,22,00
Blessing's,London,GB,4,17,00,22,30
Blessing's,London,GB,5,10,00,15,00
Blessing's,London,GB,5,17,00,22,30
Blessing's,London,GB,6,10,00,15,00
Blimpie,Detroit,US,0,17,00,22,00
Blimpie,Detroit,US,1,17,00,22,00
Blimpie,Detroit,US,2,17,00,22,00
Blimpie,Detroit,US,3,17,00,22,00
Blimpie,Detroit,US,4,17,00,22,30
Blimpie,Detroit,US,5,10,00,15,00
Blimpie,Detroit,US,5,17,00,22,30
Blimpie,Detroit,US,6,10,00,15,00
Bliss Rebar,Phoenix,US,0,17,00,22,00
Bliss Rebar,Phoenix,US,1,17,00,22,00
Bliss Rebar,Phoenix,US,2,17,00,22,00
Bliss Rebar,Phoenix,US,3,17,00,22,00
Bliss Rebar,Phoenix,US,4,17,00,22,30
Bliss Rebar,Phoenix,US,5,10,00,15,00
Bliss Rebar,Phoenix,US,5,17,00,22,30
Bliss Rebar,Phoenix,US,6,10,00,15,00
Bloc+,Glasgow,GB,0,17,00,22,00
Bloc+,Glasgow,GB,1,17,00,22,00
Bloc+,Glasgow,GB,2,17,00,22,00
Bloc+,Glasgow,GB,3,17,00,22,00
Bloc+,Glasgow,GB,4,17,00,22,30
Bloc+,Glasgow,GB,5,10,00,15,00
Bloc+,Glasgow,GB,5,17,00,22,30
Bloc+,Glasgow,GB,6,10,00,15,00
Blok M Express,Melbourne,AU,0,17,00,22,00
Blok M Express,Melbourne,AU,1,17,00,22,00
Blok M Express,Melbourne,AU,2,17,00,22,00
Blok M Express,Melbourne,AU,3,17,00,22,00
Blok M Express,Melbourne,AU,4,17,00,22,30
Blok M Express,Melbourne,AU,5,10,00,15,00
Blok M Express,Melbourne,AU,5,17,00,22,30
Blok M Express,Melbourne,AU,6,10,00,15,00
Bloodwood,Newtown,AU,0,17,00,22,00
Bloodwood,Newtown,AU,1,17,00,22,00
Bloodwood,Newtown,AU,2,17,00,22,00
Bloodwood,Newtown,AU,3,17,00,22,00
Bloodwood,Newtown,AU,4,17,00,22,30
Bloodwood,Newtown,AU,5,10,00,15,00
Bloodwood,Newtown,AU,5,17,00,22,30
Bloodwood,Newtown,AU,6,10,00,15,00
Blossom,Las Vegas,US,0,17,00,22,00
Blossom,Las Vegas,US,1,17,00,22,00
Blossom,Las Vegas,US,2,17,00,22,00
Blossom,Las Vegas,US,3,17,00,22,00
Blossom,Las Vegas,US,4,17,00,22,30
Blossom,Las Vegas,US,5,10,00,15,00
Blossom,Las Vegas,US,5,17,00,22,30
Blossom,Las Vegas,US,6,10,00,15,00
BLR By Shojo,Boston,US,0,17,00,22,00
BLR By Shojo,Boston,US,1,17,00,22,00
BLR By Shojo,Boston,US,2,17,00,22,00
BLR By Shojo,Boston,US,3,17,00,22,00
BLR By Shojo,Boston,US,4,17,00,22,30
BLR By Shojo,Boston,US,5,10,00,15,00
BLR By Shojo,Boston,US,5,17,00,22,30
BLR By Shojo,Boston,US,6,10,00,15,00
Blue 44 Restaurant & Bar,Washington,US,0,17,00,22,00
Blue 44 Restaurant & Bar,Washington,US,1,17,00,22,00
Blue 44 Restaurant & Bar,Washington,US,2,17,00,22,00
Blue 44 Restaurant & Bar,Washington,US,3,17,00,22,00
Blue 44 Restaurant & Bar,Washington,US,4,17,00,22,30
Blue 44 Restaurant & Bar,Washington,US,5,10,00,15,00
Blue 44 Restaurant & Bar,Washington,US,5,17,00,22,30
Blue 44 Restaurant & Bar,Washington,US,6,10,00,15,00
Blue Door Bistro,London,GB,0,17,00,22,00
Blue Door Bistro,London,GB,1,17,00,22,00
Blue Door Bistro,London,GB,2,17,00,22,00
Blue Door Bistro,London,GB,3,17,00,22,00
Blue Door Bistro,London,GB,4,17,00,22,30
Blue Door Bistro,London,GB,5,10,00,15,00
Blue Door Bistro,London,GB,5,17,00,22,30
Blue Door Bistro,London,GB,6,10,00,15,00
Blue Door Farm Stand,Chicago,US,0,17,00,22,00
Blue Door Farm Stand,Chicago,US,1,17,00,22,00
Blue Door Farm Stand,Chicago,US,2,17,00,22,00
Blue Door Farm Stand,Chicago,US,3,17,00,22,00
Blue Door Farm Stand,Chicago,US,4,17,00,22,30
Blue Door Farm Stand,Chicago,US,5,10,00,15,00
Blue Door Farm Stand,Chicago,US,5,17,00,22,30
Blue Door Farm Stand,Chicago,US,6,10,00,15,00
Blue Dragon,Boston,US,0,17,00,22,00
Blue Dragon,Boston,US,1,17,00,22,00
Blue Dragon,Boston,US,2,17,00,22,00
Blue Dragon,Boston,US,3,17,00,22,00
Blue Dragon,Boston,US,4,17,00,22,30
Blue Dragon,Boston,US,5,10,00,15,00
Blue Dragon,Boston,US,5,17,00,22,30
Blue Dragon,Boston,US,6,10,00,15,00
Blue Fish Cafe,Sydney,AU,0,17,00,22,00
Blue Fish Cafe,Sydney,AU,1,17,00,22,00
Blue Fish Cafe,Sydney,AU,2,17,00,22,00
Blue Fish Cafe,Sydney,AU,3,17,00,22,00
Blue Fish Cafe,Sydney,AU,4,17,00,22,30
Blue Fish Cafe,Sydney,AU,5,10,00,15,00
Blue Fish Cafe,Sydney,AU,5,17,00,22,30
Blue Fish Cafe,Sydney,AU,6,10,00,15,00
Blue Hound Kitchen & Cocktails,Phoenix,US,0,17,00,22,00
Blue Hound Kitchen & Cocktails,Phoenix,US,1,17,00,22,00
Blue Hound Kitchen & Cocktails,Phoenix,US,2,17,00,22,00
Blue Hound Kitchen & Cocktails,Phoenix,US,3,17,00,22,00
Blue Hound Kitchen & Cocktails,Phoenix,US,4,17,00,22,30
Blue Hound Kitchen & Cocktails,Phoenix,US,5,10,00,15,00
Blue Hound Kitchen & Cocktails,Phoenix,US,5,17,00,22,30
Blue Hound Kitchen & Cocktails,Phoenix,US,6,10,00,15,00
Blue Island Oyster Bar,Denver,US,0,17,00,22,00
Blue Island Oyster Bar,Denver,US,1,17,00,22,00
Blue Island Oyster Bar,Denver,US,2,17,00,22,00
Blue Island Oyster Bar,Denver,US,3,17,00,22,00
Blue Island Oyster Bar,Denver,US,4,17,00,22,30
Blue Island Oyster Bar,Denver,US,5,10,00,15,00
Blue Island Oyster Bar,Denver,US,5,17,00,22,30
Blue Island Oyster Bar,Denver,US,6,10,00,15,00
Blue Mango,San Jose,US,0,17,00,22,00
Blue Mango,San Jose,US,1,17,00,22,00
Blue Mango,San Jose,US,2,17,00,22,00
Blue Mango,San Jose,US,3,17,00,22,00
Blue Mango,San Jose,US,4,17,00,22,30
Blue Mango,San Jose,US,5,10,00,15,00
Blue Mango,San Jose,US,5,17,00,22,30
Blue Mango,San Jose,US,6,10,00,15,00
Blue Moon Bar,Melbourne,AU,0,17,00,22,00
Blue Moon Bar,Melbourne,AU,1,17,00,22,00
Blue Moon Bar,Melbourne,AU,2,17,00,22,00
Blue Moon Bar,Melbourne,AU,3,17,00,22,00
Blue Moon Bar,Melbourne,AU,4,17,00,22,30
Blue Moon Bar,Melbourne,AU,5,10,00,15,00
Blue Moon Bar,Melbourne,AU,5,17,00,22,30
Blue Moon Bar,Melbourne,AU,6,10,00,15,00
Blue Pacific At Hoover Foodmart,Birmingham,US,0,17,00,22,00
Blue Pacific At Hoover Foodmart,Birmingham,US,1,17,00,22,00
Blue Pacific At Hoover Foodmart,Birmingham,US,2,17,00,22,00
Blue Pacific At Hoover Foodmart,Birmingham,US,3,17,00,22,00
Blue Pacific At Hoover Foodmart,Birmingham,US,4,17,00,22,30
Blue Pacific At Hoover Foodmart,Birmingham,US,5,10,00,15,00
Blue Pacific At Hoover Foodmart,Birmingham,US,5,17,00,22,30
