,ORIGIN_CITY_NAME,AIRLINE_ID,DEST_CITY_NAME
11782,"Boston, MA",20366,"Cleveland, OH"
11783,"Boston, MA",20366,"Cleveland, OH"
11784,"Boston, MA",20366,"Cleveland, OH"
11785,"Boston, MA",20366,"Cleveland, OH"
11786,"Boston, MA",20366,"Cleveland, OH"
12267,"Boston, MA",20366,"Cleveland, OH"
12268,"Boston, MA",20366,"Cleveland, OH"
12269,"Boston, MA",20366,"Cleveland, OH"
13242,"Boston, MA",20366,"Richmond, VA"
13243,"Boston, MA",20366,"Richmond, VA"
13244,"Boston, MA",20366,"Richmond, VA"
13245,"Boston, MA",20366,"Richmond, VA"
13700,"Boston, MA",20366,"Richmond, VA"
13701,"Boston, MA",20366,"Richmond, VA"
13702,"Boston, MA",20366,"Richmond, VA"
13703,"Boston, MA",20366,"Richmond, VA"
15349,"Boston, MA",20366,"Richmond, VA"
15350,"Boston, MA",20366,"Richmond, VA"
15351,"Boston, MA",20366,"Richmond, VA"
16098,"Boston, MA",19805,"New York, NY"
16099,"Boston, MA",19805,"New York, NY"
16100,"Boston, MA",19805,"New York, NY"
16214,"Boston, MA",19805,"Chicago, IL"
16215,"Boston, MA",19805,"Chicago, IL"
16216,"Boston, MA",19805,"Chicago, IL"
16217,"Boston, MA",19805,"Chicago, IL"
16273,"Boston, MA",19805,"Los Angeles, CA"
16274,"Boston, MA",19805,"Los Angeles, CA"
16275,"Boston, MA",19805,"Los Angeles, CA"
16276,"Boston, MA",19805,"Los Angeles, CA"
16513,"Boston, MA",19805,"Chicago, IL"
16514,"Boston, MA",19805,"Chicago, IL"
16515,"Boston, MA",19805,"Chicago, IL"
16516,"Boston, MA",19805,"Chicago, IL"
16517,"Boston, MA",19805,"New York, NY"
16518,"Boston, MA",19805,"New York, NY"
16519,"Boston, MA",19805,"New York, NY"
16520,"Boston, MA",19805,"New York, NY"
16673,"Boston, MA",19805,"New York, NY"
16674,"Boston, MA",19805,"New York, NY"
16675,"Boston, MA",19805,"New York, NY"
16725,"Boston, MA",19805,"Chicago, IL"
16726,"Boston, MA",19805,"Chicago, IL"
16727,"Boston, MA",19805,"Chicago, IL"
16728,"Boston, MA",19805,"Chicago, IL"
16811,"Boston, MA",19805,"Los Angeles, CA"
16812,"Boston, MA",19805,"Los Angeles, CA"
16813,"Boston, MA",19805,"Los Angeles, CA"
16814,"Boston, MA",19805,"Los Angeles, CA"
16926,"Boston, MA",19805,"Miami, FL"
16927,"Boston, MA",19805,"Miami, FL"
16928,"Boston, MA",19805,"Miami, FL"
16929,"Boston, MA",19805,"Miami, FL"
16951,"Boston, MA",19805,"Dallas/Fort Worth, TX"
16952,"Boston, MA",19805,"Dallas/Fort Worth, TX"
16953,"Boston, MA",19805,"Dallas/Fort Worth, TX"
16954,"Boston, MA",19805,"Dallas/Fort Worth, TX"
17069,"Boston, MA",19805,"Phoenix, AZ"
17070,"Boston, MA",19805,"Phoenix, AZ"
17071,"Boston, MA",19805,"Phoenix, AZ"
17072,"Boston, MA",19805,"Phoenix, AZ"
17310,"Boston, MA",19805,"Chicago, IL"
17311,"Boston, MA",19805,"Chicago, IL"
17312,"Boston, MA",19805,"Chicago, IL"
17313,"Boston, MA",19805,"Chicago, IL"
17370,"Boston, MA",19805,"Miami, FL"
17371,"Boston, MA",19805,"Miami, FL"
17372,"Boston, MA",19805,"Miami, FL"
17373,"Boston, MA",19805,"Dallas/Fort Worth, TX"
17374,"Boston, MA",19805,"Dallas/Fort Worth, TX"
17375,"Boston, MA",19805,"Dallas/Fort Worth, TX"
17456,"Boston, MA",19805,"Philadelphia, PA"
17457,"Boston, MA",19805,"Philadelphia, PA"
17458,"Boston, MA",19805,"Philadelphia, PA"
17509,"Boston, MA",19805,"Miami, FL"
17654,"Boston, MA",19805,"Dallas/Fort Worth, TX"
17847,"Boston, MA",19805,"Miami, FL"
17848,"Boston, MA",19805,"Miami, FL"
17849,"Boston, MA",19805,"Miami, FL"
17850,"Boston, MA",19805,"Miami, FL"
17922,"Boston, MA",19805,"Los Angeles, CA"
17923,"Boston, MA",19805,"Los Angeles, CA"
17924,"Boston, MA",19805,"Los Angeles, CA"
17925,"Boston, MA",19805,"Los Angeles, CA"
17958,"Boston, MA",19805,"Dallas/Fort Worth, TX"
17959,"Boston, MA",19805,"Dallas/Fort Worth, TX"
17960,"Boston, MA",19805,"Dallas/Fort Worth, TX"
17961,"Boston, MA",19805,"Dallas/Fort Worth, TX"
18085,"Boston, MA",19805,"New York, NY"
18355,"Boston, MA",19805,"Chicago, IL"
18356,"Boston, MA",19805,"Chicago, IL"
18357,"Boston, MA",19805,"Chicago, IL"
18358,"Boston, MA",19805,"Chicago, IL"
18465,"Boston, MA",19805,"Chicago, IL"
18466,"Boston, MA",19805,"Chicago, IL"
18467,"Boston, MA",19805,"Chicago, IL"
18468,"Boston, MA",19805,"Chicago, IL"
18575,"Boston, MA",19805,"Chicago, IL"
18576,"Boston, MA",19805,"Chicago, IL"
18577,"Boston, MA",19805,"Chicago, IL"
18578,"Boston, MA",19805,"Chicago, IL"
18599,"Boston, MA",19805,"Miami, FL"
18600,"Boston, MA",19805,"Miami, FL"
18601,"Boston, MA",19805,"Miami, FL"
18602,"Boston, MA",19805,"Miami, FL"
18631,"Boston, MA",19805,"Chicago, IL"
18632,"Boston, MA",19805,"Chicago, IL"
18633,"Boston, MA",19805,"Chicago, IL"
18634,"Boston, MA",19805,"Chicago, IL"
19308,"Boston, MA",19805,"Los Angeles, CA"
19309,"Boston, MA",19805,"Los Angeles, CA"
19310,"Boston, MA",19805,"Los Angeles, CA"
19311,"Boston, MA",19805,"Los Angeles, CA"
19347,"Boston, MA",19805,"Miami, FL"
19348,"Boston, MA",19805,"Miami, FL"
19349,"Boston, MA",19805,"Miami, FL"
19350,"Boston, MA",19805,"Miami, FL"
19457,"Boston, MA",19805,"New York, NY"
19458,"Boston, MA",19805,"New York, NY"
19459,"Boston, MA",19805,"New York, NY"
19460,"Boston, MA",19805,"New York, NY"
19497,"Boston, MA",19805,"Dallas/Fort Worth, TX"
19498,"Boston, MA",19805,"Dallas/Fort Worth, TX"
19499,"Boston, MA",19805,"Dallas/Fort Worth, TX"
19500,"Boston, MA",19805,"Dallas/Fort Worth, TX"
19690,"Boston, MA",19805,"Dallas/Fort Worth, TX"
19691,"Boston, MA",19805,"Dallas/Fort Worth, TX"
19692,"Boston, MA",19805,"Dallas/Fort Worth, TX"
19693,"Boston, MA",19805,"Dallas/Fort Worth, TX"
19698,"Boston, MA",19805,"Chicago, IL"
19699,"Boston, MA",19805,"Chicago, IL"
19700,"Boston, MA",19805,"Chicago, IL"
19701,"Boston, MA",19805,"Chicago, IL"
20467,"Boston, MA",19805,"Philadelphia, PA"
20468,"Boston, MA",19805,"Philadelphia, PA"
20469,"Boston, MA",19805,"Philadelphia, PA"
20509,"Boston, MA",19805,"Phoenix, AZ"
20510,"Boston, MA",19805,"Phoenix, AZ"
20511,"Boston, MA",19805,"Phoenix, AZ"
20512,"Boston, MA",19805,"Phoenix, AZ"
20749,"Boston, MA",19805,"Miami, FL"
20750,"Boston, MA",19805,"Miami, FL"
20751,"Boston, MA",19805,"Miami, FL"
20752,"Boston, MA",19805,"Miami, FL"
20851,"Boston, MA",19805,"Dallas/Fort Worth, TX"
20852,"Boston, MA",19805,"Dallas/Fort Worth, TX"
20853,"Boston, MA",19805,"Dallas/Fort Worth, TX"
20854,"Boston, MA",19805,"Dallas/Fort Worth, TX"
21333,"Boston, MA",19805,"Philadelphia, PA"
21397,"Boston, MA",19805,"Philadelphia, PA"
21401,"Boston, MA",19805,"Philadelphia, PA"
21406,"Boston, MA",19805,"Philadelphia, PA"
21431,"Boston, MA",19805,"Charlotte, NC"
21558,"Boston, MA",19805,"Charlotte, NC"
21560,"Boston, MA",19805,"Charlotte, NC"
21579,"Boston, MA",19805,"Charlotte, NC"
21692,"Boston, MA",19805,"Charlotte, NC"
21727,"Boston, MA",19805,"Phoenix, AZ"
21751,"Boston, MA",19805,"Charlotte, NC"
21926,"Boston, MA",19805,"Charlotte, NC"
21964,"Boston, MA",19805,"Washington, DC"
21967,"Boston, MA",19805,"New York, NY"
21969,"Boston, MA",19805,"Washington, DC"
21971,"Boston, MA",19805,"Washington, DC"
21974,"Boston, MA",19805,"Washington, DC"
21978,"Boston, MA",19805,"Washington, DC"
21980,"Boston, MA",19805,"Washington, DC"
21981,"Boston, MA",19805,"New York, NY"
21984,"Boston, MA",19805,"Washington, DC"
21989,"Boston, MA",19805,"Washington, DC"
21992,"Boston, MA",19805,"New York, NY"
21994,"Boston, MA",19805,"Washington, DC"
22001,"Boston, MA",19805,"New York, NY"
22004,"Boston, MA",19805,"Washington, DC"
22014,"Boston, MA",19805,"Washington, DC"
22019,"Boston, MA",19805,"Washington, DC"
22021,"Boston, MA",19805,"Washington, DC"
22023,"Boston, MA",19805,"New York, NY"
22024,"Boston, MA",19805,"Washington, DC"
22162,"Boston, MA",19805,"Chicago, IL"
22163,"Boston, MA",19805,"Chicago, IL"
22164,"Boston, MA",19805,"Chicago, IL"
22165,"Boston, MA",19805,"Chicago, IL"
22207,"Boston, MA",19805,"Dallas/Fort Worth, TX"
22208,"Boston, MA",19805,"Dallas/Fort Worth, TX"
22209,"Boston, MA",19805,"Dallas/Fort Worth, TX"
22210,"Boston, MA",19805,"Dallas/Fort Worth, TX"
22263,"Boston, MA",19805,"Philadelphia, PA"
22426,"Boston, MA",19805,"Philadelphia, PA"
22439,"Boston, MA",19805,"Phoenix, AZ"
22485,"Boston, MA",19805,"Philadelphia, PA"
22507,"Boston, MA",19805,"Philadelphia, PA"
22544,"Boston, MA",19805,"Charlotte, NC"
22646,"Boston, MA",19805,"Phoenix, AZ"
22665,"Boston, MA",19805,"Charlotte, NC"
22732,"Boston, MA",19805,"Philadelphia, PA"
22878,"Boston, MA",19805,"Charlotte, NC"
22916,"Boston, MA",19805,"Washington, DC"
22919,"Boston, MA",19805,"New York, NY"
22921,"Boston, MA",19805,"Washington, DC"
22923,"Boston, MA",19805,"Washington, DC"
22925,"Boston, MA",19805,"New York, NY"
22929,"Boston, MA",19805,"Washington, DC"
22933,"Boston, MA",19805,"New York, NY"
22935,"Boston, MA",19805,"Washington, DC"
22937,"Boston, MA",19805,"Washington, DC"
22939,"Boston, MA",19805,"Washington, DC"
22941,"Boston, MA",19805,"New York, NY"
22945,"Boston, MA",19805,"Washington, DC"
22949,"Boston, MA",19805,"New York, NY"
22954,"Boston, MA",19805,"Washington, DC"
22957,"Boston, MA",19805,"New York, NY"
22959,"Boston, MA",19805,"Washington, DC"
22967,"Boston, MA",19805,"New York, NY"
22971,"Boston, MA",19805,"New York, NY"
22972,"Boston, MA",19805,"Washington, DC"
22975,"Boston, MA",19805,"New York, NY"
22984,"Boston, MA",19805,"New York, NY"
22986,"Boston, MA",19805,"Washington, DC"
22987,"Boston, MA",19805,"Washington, DC"
22989,"Boston, MA",19805,"New York, NY"
22993,"Boston, MA",19805,"New York, NY"
22996,"Boston, MA",19805,"New York, NY"
22998,"Boston, MA",19805,"Washington, DC"
23000,"Boston, MA",19805,"Washington, DC"
23002,"Boston, MA",19805,"New York, NY"
23003,"Boston, MA",19805,"New York, NY"
23005,"Boston, MA",19805,"Washington, DC"
23011,"Boston, MA",19805,"Philadelphia, PA"
23073,"Boston, MA",19805,"Philadelphia, PA"
23095,"Boston, MA",19805,"Philadelphia, PA"
23131,"Boston, MA",19805,"Charlotte, NC"
23182,"Boston, MA",19805,"Philadelphia, PA"
23185,"Boston, MA",19805,"Philadelphia, PA"
23200,"Boston, MA",19805,"Philadelphia, PA"
23221,"Boston, MA",19805,"Charlotte, NC"
23240,"Boston, MA",19805,"Philadelphia, PA"
23259,"Boston, MA",19805,"Charlotte, NC"
23351,"Boston, MA",19805,"Charlotte, NC"
23376,"Boston, MA",19805,"Charlotte, NC"
23414,"Boston, MA",19805,"Charlotte, NC"
23453,"Boston, MA",19805,"Charlotte, NC"
24007,"Boston, MA",19805,"Charlotte, NC"
24032,"Boston, MA",19805,"Charlotte, NC"
24070,"Boston, MA",19805,"Charlotte, NC"
24109,"Boston, MA",19805,"Charlotte, NC"
24262,"Boston, MA",19805,"Phoenix, AZ"
24281,"Boston, MA",19805,"Charlotte, NC"
24348,"Boston, MA",19805,"Philadelphia, PA"
24485,"Boston, MA",19805,"Philadelphia, PA"
24547,"Boston, MA",19805,"Philadelphia, PA"
24569,"Boston, MA",19805,"Philadelphia, PA"
24605,"Boston, MA",19805,"Charlotte, NC"
24656,"Boston, MA",19805,"Philadelphia, PA"
24659,"Boston, MA",19805,"Philadelphia, PA"
24674,"Boston, MA",19805,"Philadelphia, PA"
24695,"Boston, MA",19805,"Charlotte, NC"
24714,"Boston, MA",19805,"Philadelphia, PA"
24733,"Boston, MA",19805,"Charlotte, NC"
24933,"Boston, MA",19805,"Charlotte, NC"
24971,"Boston, MA",19805,"Washington, DC"
24974,"Boston, MA",19805,"New York, NY"
24976,"Boston, MA",19805,"Washington, DC"
24978,"Boston, MA",19805,"Washington, DC"
24980,"Boston, MA",19805,"New York, NY"
24984,"Boston, MA",19805,"Washington, DC"
24988,"Boston, MA",19805,"New York, NY"
24990,"Boston, MA",19805,"Washington, DC"
24992,"Boston, MA",19805,"Washington, DC"
24994,"Boston, MA",19805,"Washington, DC"
24996,"Boston, MA",19805,"New York, NY"
25000,"Boston, MA",19805,"Washington, DC"
25004,"Boston, MA",19805,"New York, NY"
25009,"Boston, MA",19805,"Washington, DC"
25012,"Boston, MA",19805,"New York, NY"
25014,"Boston, MA",19805,"Washington, DC"
25022,"Boston, MA",19805,"New York, NY"
25026,"Boston, MA",19805,"New York, NY"
25027,"Boston, MA",19805,"Washington, DC"
25030,"Boston, MA",19805,"New York, NY"
25039,"Boston, MA",19805,"New York, NY"
25041,"Boston, MA",19805,"Washington, DC"
25042,"Boston, MA",19805,"Washington, DC"
25044,"Boston, MA",19805,"New York, NY"
25048,"Boston, MA",19805,"New York, NY"
25051,"Boston, MA",19805,"New York, NY"
25053,"Boston, MA",19805,"Washington, DC"
25055,"Boston, MA",19805,"Washington, DC"
25057,"Boston, MA",19805,"New York, NY"
25058,"Boston, MA",19805,"New York, NY"
25060,"Boston, MA",19805,"Washington, DC"
25070,"Boston, MA",19805,"Charlotte, NC"
25137,"Boston, MA",19805,"Philadelphia, PA"
25274,"Boston, MA",19805,"Philadelphia, PA"
25336,"Boston, MA",19805,"Philadelphia, PA"
25358,"Boston, MA",19805,"Philadelphia, PA"
25394,"Boston, MA",19805,"Charlotte, NC"
25445,"Boston, MA",19805,"Philadelphia, PA"
25448,"Boston, MA",19805,"Philadelphia, PA"
25463,"Boston, MA",19805,"Philadelphia, PA"
25484,"Boston, MA",19805,"Charlotte, NC"
25503,"Boston, MA",19805,"Philadelphia, PA"
25522,"Boston, MA",19805,"Charlotte, NC"
25614,"Boston, MA",19805,"Charlotte, NC"
25639,"Boston, MA",19805,"Charlotte, NC"
25677,"Boston, MA",19805,"Charlotte, NC"
25716,"Boston, MA",19805,"Charlotte, NC"
25996,"Boston, MA",19805,"Charlotte, NC"
26034,"Boston, MA",19805,"Washington, DC"
26037,"Boston, MA",19805,"New York, NY"
26039,"Boston, MA",19805,"Washington, DC"
26041,"Boston, MA",19805,"Washington, DC"
26043,"Boston, MA",19805,"New York, NY"
26047,"Boston, MA",19805,"Washington, DC"
26051,"Boston, MA",19805,"New York, NY"
26053,"Boston, MA",19805,"Washington, DC"
26055,"Boston, MA",19805,"Washington, DC"
26057,"Boston, MA",19805,"Washington, DC"
26059,"Boston, MA",19805,"New York, NY"
26130,"Boston, MA",19805,"Phoenix, AZ"
26142,"Boston, MA",19805,"Washington, DC"
26146,"Boston, MA",19805,"New York, NY"
26151,"Boston, MA",19805,"Washington, DC"
26154,"Boston, MA",19805,"New York, NY"
26156,"Boston, MA",19805,"Washington, DC"
26164,"Boston, MA",19805,"New York, NY"
26168,"Boston, MA",19805,"New York, NY"
26169,"Boston, MA",19805,"Washington, DC"
26172,"Boston, MA",19805,"New York, NY"
26181,"Boston, MA",19805,"New York, NY"
26183,"Boston, MA",19805,"Washington, DC"
26184,"Boston, MA",19805,"Washington, DC"
26186,"Boston, MA",19805,"New York, NY"
26190,"Boston, MA",19805,"New York, NY"
26193,"Boston, MA",19805,"New York, NY"
26195,"Boston, MA",19805,"Washington, DC"
26197,"Boston, MA",19805,"Washington, DC"
26199,"Boston, MA",19805,"New York, NY"
26200,"Boston, MA",19805,"New York, NY"
26202,"Boston, MA",19805,"Washington, DC"
26215,"Boston, MA",19930,"Seattle, WA"
26225,"Boston, MA",19930,"Seattle, WA"
26233,"Boston, MA",19930,"Portland, OR"
26619,"Boston, MA",19930,"Seattle, WA"
26640,"Boston, MA",19930,"San Diego, CA"
26670,"Boston, MA",19930,"Seattle, WA"
26680,"Boston, MA",19930,"Seattle, WA"
26688,"Boston, MA",19930,"Portland, OR"
27268,"Boston, MA",19930,"Seattle, WA"
27289,"Boston, MA",19930,"San Diego, CA"
27349,"Boston, MA",19930,"Seattle, WA"
27359,"Boston, MA",19930,"Seattle, WA"
27367,"Boston, MA",19930,"Portland, OR"
27718,"Boston, MA",19930,"Seattle, WA"
27739,"Boston, MA",19930,"San Diego, CA"
27799,"Boston, MA",19930,"Seattle, WA"
27809,"Boston, MA",19930,"Seattle, WA"
27817,"Boston, MA",19930,"Portland, OR"
28002,"Boston, MA",19930,"Seattle, WA"
28023,"Boston, MA",19930,"San Diego, CA"
28075,"Boston, MA",20409,"Baltimore, MD"
28081,"Boston, MA",20409,"Charlotte, NC"
28084,"Boston, MA",20409,"Orlando, FL"
28089,"Boston, MA",20409,"Oakland, CA"
28092,"Boston, MA",20409,"Richmond, VA"
28094,"Boston, MA",20409,"Pittsburgh, PA"
28111,"Boston, MA",20409,"Nantucket, MA"
28117,"Boston, MA",20409,"Raleigh/Durham, NC"
28121,"Boston, MA",20409,"Washington, DC"
28122,"Boston, MA",20409,"Buffalo, NY"
28133,"Boston, MA",20409,"Nantucket, MA"
28134,"Boston, MA",20409,"Charleston, SC"
28141,"Boston, MA",20409,"Pittsburgh, PA"
28156,"Boston, MA",20409,"Nashville, TN"
28162,"Boston, MA",20409,"San Francisco, CA"
28164,"Boston, MA",20409,"Detroit, MI"
28166,"Boston, MA",20409,"Cleveland, OH"
28169,"Boston, MA",20409,"Pittsburgh, PA"
28179,"Boston, MA",20409,"Nashville, TN"
28180,"Boston, MA",20409,"Baltimore, MD"
28182,"Boston, MA",20409,"Orlando, FL"
28187,"Boston, MA",20409,"Tampa, FL"
28210,"Boston, MA",20409,"Baltimore, MD"
28216,"Boston, MA",20409,"Tampa, FL"
28217,"Boston, MA",20409,"Buffalo, NY"
28221,"Boston, MA",20409,"Fort Lauderdale, FL"
28224,"Boston, MA",20409,"Raleigh/Durham, NC"
28228,"Boston, MA",20409,"New York, NY"
28231,"Boston, MA",20409,"Newark, NJ"
28236,"Boston, MA",20409,"Fort Lauderdale, FL"
28238,"Boston, MA",20409,"Newark, NJ"
28241,"Boston, MA",20409,"Newark, NJ"
28247,"Boston, MA",20409,"Newark, NJ"
28253,"Boston, MA",20409,"Raleigh/Durham, NC"
28258,"Boston, MA",20409,"Fort Lauderdale, FL"
28269,"Boston, MA",20409,"San Diego, CA"
28271,"Boston, MA",20409,"West Palm Beach/Palm Beach, FL"
28285,"Boston, MA",20409,"Savannah, GA"
28287,"Boston, MA",20409,"Orlando, FL"
28291,"Boston, MA",20409,"Washington, DC"
28293,"Boston, MA",20409,"Washington, DC"
28294,"Boston, MA",20409,"San Juan, PR"
28298,"Boston, MA",20409,"Fort Lauderdale, FL"
28322,"Boston, MA",20409,"Chicago, IL"
