,AIRLINE_ID,CARRIER_NAME
2486,21592,Jeju Air Co Ltd.
2487,21594,Scott Air LLC dba Island Air Express
2488,21594,Scott Air LLC dba Island Air Express
2489,21596,Ultimate JetCharters LLC dba Ultimate Air Shuttle
2490,21597,JSC The 224th Flight Unit State Airlines
2491,21598,WOW Air ehf
2492,21599,Boutique Air
2493,21601,Dassault Falcon Service
2494,21605,VRG Linhas Aereas S A
2495,21607,Fly Jamaica Airways Limited
2496,21608,Ukraine International Airlines
2497,21610,Air Canada rouge LP
2498,21611,Sky Regional Airlines Inc.
2499,21613,Makani Kai Air Charters
2500,21613,Makani Kai Air Charters
2501,21614,City Wings Inc dba Seaflight
2502,21615,"Air Charter, Inc d/b/a Air Flamenco"
2503,21618,Sun Air Express LLC dba Sun Air International
2504,21618,Sun Air Express LLC dba Sun Air International
2505,21623,SkyBahamas Airlines Ltd.
2506,21624,Jet2.com
2507,21626,Dreamjet SAS Dba La Compagnie
2508,21629,Western Global
2509,21629,Western Global
2510,21630,Comlux Aruba NV
2511,21631,Orange Air
2512,21631,Orange Air
2513,21631,Orange Air
2514,21634,Aloha Air Cargo
2515,21635,Corporate Flight Management Inc.d/b/a Crystal Luxury Air
2516,21635,Corporate Flight Management Inc.
2517,21635,CFM Inc d/b/a Contour Airlines
2518,21636,Gem Air LLC
2519,21638,Azul Linhas Aereas Brazileiras S A
2520,21645,Songbird Airways Inc.
2521,21645,Songbird Airways Inc.
2522,21645,Sky King Inc.
2523,21645,Sky King Inc.
2524,21646,Blue Jet SP Z o o
2525,21648,SkyGreece Airlines S A
2526,21649,Mjet GmbH
2527,21650,Eastern Airlines Group Inc.
2528,21650,Eastern Airlines Group Inc.
2529,21651,Albinati aviation Limited
2530,21652,"Jet Aviation Flight Services, Inc."
2531,21652,"Jet Aviation Flight Services, Inc."
2532,21653,Menagerie Enterprises Inc d/b/a Monarch Air
2533,21655,Erickson Helicopters
2534,21656,ABS JETS A.S
2535,21657,Air Asia X Berhad dba Airasia X
2536,21659,Air Busan
2537,21660,Air Medical Ltd.
2538,21667,Oceanair Linhas Aereas S A
2539,21668,Altius Aviation LLC
2540,21669,Aviation Partners of Boynton Beach LLC d/b/a Hummingbird Air
2541,21670,Fast Colombia SAS d/b/a Viva Colombia
2542,21672,Inselair Aruba NV
2543,21673,"J&M Alaska Air Tours, Inc. d/b/a Alaska Air Transit"
2544,21674,Compagnie Aerienne Inter Regionale Express dba Air Antilles Express & Air Guyane
2545,21677,Cebu Air Inc d/b/a Cebu Pacific Air
2546,21692,Azerbaijan Airlines CJSC
2547,21693,Cavok Air LLC
2548,21694,Silk Way West Airlines
2549,21697,Orenburg Airlines
2550,21702,WestJet Encore Ltd.
2551,21707,Hong Kong Airlines Limited
2552,21712,Elite Airways LLC
2553,21712,Elite Airways LLC
2554,21712,Elite Airways LLC
2555,21718,Delux Public Charter LLC
2556,21728,Eurowings GmbH
2557,21733,Abelag Aviation AG
2558,21735,Longtail Aviation Ltd.
2559,21738,Air Serbia
2560,21743,Tropic Ocean Airways LLC
2561,21745,LIMA NY Corp d/b/a Fly The Whale d/b/a Tailwind
2562,21749,Talofa Airways Limited
2563,21754,21 Air LLC
2564,21754,21 Air LLC
2565,21754,21 Air LLC
2566,21760,Luxaviation S A
2567,21764,Trans Northern Airways d/b/a Air Unlimited Charter Services
2568,21770,"Xiamen Airlines Co., Ltd."
2569,21774,"Air Philippines Corp d/b/a Airphil Express, Philippines Airlines"
2570,21780,Cargologicair Limited
2571,21781,Eastar Jet Co Ltd.
2572,21785,Hong Kong Express Airways Limited
2573,21809,"Maine Aviation Aircraft Charter, LLC"
