ORIGIN_CITY_NAME,weekday_name,HOUR,FL_NUM
"Cincinnati, OH",MONDAY,21,8
"Cincinnati, OH",MONDAY,22,2
"Cincinnati, OH",MONDAY,23,1
"Cincinnati, OH",SATURDAY,0,3
"Cincinnati, OH",SATURDAY,5,12
"Cincinnati, OH",SATURDAY,6,31
"Cincinnati, OH",SATURDAY,7,45
"Cincinnati, OH",SATURDAY,8,42
"Cincinnati, OH",SATURDAY,9,82
"Cincinnati, OH",SATURDAY,10,33
"Cincinnati, OH",SATURDAY,11,26
"Cincinnati, OH",SATURDAY,12,4
"Cincinnati, OH",SATURDAY,13,18
"Cincinnati, OH",SATURDAY,14,26
"Cincinnati, OH",SATURDAY,15,34
"Cincinnati, OH",SATURDAY,16,32
"Cincinnati, OH",SATURDAY,17,32
"Cincinnati, OH",SATURDAY,18,26
"Cincinnati, OH",SATURDAY,19,12
"Cincinnati, OH",SATURDAY,20,12
"Cincinnati, OH",SATURDAY,21,5
"Cincinnati, OH",SATURDAY,22,1
"Cincinnati, OH",SUNDAY,0,12
"Cincinnati, OH",SUNDAY,3,1
"Cincinnati, OH",SUNDAY,5,18
"Cincinnati, OH",SUNDAY,6,18
"Cincinnati, OH",SUNDAY,7,39
"Cincinnati, OH",SUNDAY,8,33
"Cincinnati, OH",SUNDAY,9,103
"Cincinnati, OH",SUNDAY,10,28
"Cincinnati, OH",SUNDAY,11,29
"Cincinnati, OH",SUNDAY,12,12
"Cincinnati, OH",SUNDAY,13,11
"Cincinnati, OH",SUNDAY,14,26
"Cincinnati, OH",SUNDAY,15,27
"Cincinnati, OH",SUNDAY,16,82
"Cincinnati, OH",SUNDAY,17,37
"Cincinnati, OH",SUNDAY,18,38
"Cincinnati, OH",SUNDAY,19,19
"Cincinnati, OH",SUNDAY,20,77
"Cincinnati, OH",SUNDAY,21,2
"Cincinnati, OH",SUNDAY,22,5
"Cincinnati, OH",SUNDAY,23,6
"Cincinnati, OH",THURSDAY,0,5
"Cincinnati, OH",THURSDAY,1,1
"Cincinnati, OH",THURSDAY,5,24
"Cincinnati, OH",THURSDAY,6,19
"Cincinnati, OH",THURSDAY,7,62
"Cincinnati, OH",THURSDAY,8,28
"Cincinnati, OH",THURSDAY,9,157
"Cincinnati, OH",THURSDAY,10,16
"Cincinnati, OH",THURSDAY,11,27
"Cincinnati, OH",THURSDAY,12,6
"Cincinnati, OH",THURSDAY,13,20
"Cincinnati, OH",THURSDAY,14,28
"Cincinnati, OH",THURSDAY,15,34
"Cincinnati, OH",THURSDAY,16,91
"Cincinnati, OH",THURSDAY,17,36
"Cincinnati, OH",THURSDAY,18,36
"Cincinnati, OH",THURSDAY,19,21
"Cincinnati, OH",THURSDAY,20,88
"Cincinnati, OH",THURSDAY,21,5
"Cincinnati, OH",THURSDAY,22,2
"Cincinnati, OH",THURSDAY,23,1
"Cincinnati, OH",TUESDAY,0,5
"Cincinnati, OH",TUESDAY,5,16
"Cincinnati, OH",TUESDAY,6,26
"Cincinnati, OH",TUESDAY,7,65
"Cincinnati, OH",TUESDAY,8,25
"Cincinnati, OH",TUESDAY,9,136
"Cincinnati, OH",TUESDAY,10,13
"Cincinnati, OH",TUESDAY,11,28
"Cincinnati, OH",TUESDAY,12,5
"Cincinnati, OH",TUESDAY,13,17
"Cincinnati, OH",TUESDAY,14,26
"Cincinnati, OH",TUESDAY,15,36
"Cincinnati, OH",TUESDAY,16,79
"Cincinnati, OH",TUESDAY,17,33
"Cincinnati, OH",TUESDAY,18,43
"Cincinnati, OH",TUESDAY,19,28
"Cincinnati, OH",TUESDAY,20,78
"Cincinnati, OH",TUESDAY,21,3
"Cincinnati, OH",TUESDAY,22,3
"Cincinnati, OH",WEDNESDAY,0,5
"Cincinnati, OH",WEDNESDAY,5,24
"Cincinnati, OH",WEDNESDAY,6,28
"Cincinnati, OH",WEDNESDAY,7,42
"Cincinnati, OH",WEDNESDAY,8,21
"Cincinnati, OH",WEDNESDAY,9,135
"Cincinnati, OH",WEDNESDAY,10,24
"Cincinnati, OH",WEDNESDAY,11,32
"Cincinnati, OH",WEDNESDAY,12,1
"Cincinnati, OH",WEDNESDAY,13,15
"Cincinnati, OH",WEDNESDAY,14,26
"Cincinnati, OH",WEDNESDAY,15,34
"Cincinnati, OH",WEDNESDAY,16,85
"Cincinnati, OH",WEDNESDAY,17,42
"Cincinnati, OH",WEDNESDAY,18,36
"Cincinnati, OH",WEDNESDAY,19,25
"Cincinnati, OH",WEDNESDAY,20,81
"Cincinnati, OH",WEDNESDAY,21,14
"Cincinnati, OH",WEDNESDAY,22,6
"Cleveland, OH",FRIDAY,0,12
"Cleveland, OH",FRIDAY,5,57
"Cleveland, OH",FRIDAY,6,204
"Cleveland, OH",FRIDAY,7,165
"Cleveland, OH",FRIDAY,8,168
"Cleveland, OH",FRIDAY,9,44
"Cleveland, OH",FRIDAY,10,94
"Cleveland, OH",FRIDAY,11,118
"Cleveland, OH",FRIDAY,12,83
"Cleveland, OH",FRIDAY,13,74
"Cleveland, OH",FRIDAY,14,93
"Cleveland, OH",FRIDAY,15,105
"Cleveland, OH",FRIDAY,16,76
"Cleveland, OH",FRIDAY,17,123
"Cleveland, OH",FRIDAY,18,138
"Cleveland, OH",FRIDAY,19,110
"Cleveland, OH",FRIDAY,20,33
"Cleveland, OH",FRIDAY,21,31
"Cleveland, OH",FRIDAY,22,5
"Cleveland, OH",FRIDAY,23,1
"Cleveland, OH",MONDAY,0,13
"Cleveland, OH",MONDAY,1,1
"Cleveland, OH",MONDAY,5,52
"Cleveland, OH",MONDAY,6,187
"Cleveland, OH",MONDAY,7,162
"Cleveland, OH",MONDAY,8,157
"Cleveland, OH",MONDAY,9,60
"Cleveland, OH",MONDAY,10,82
"Cleveland, OH",MONDAY,11,103
"Cleveland, OH",MONDAY,12,89
"Cleveland, OH",MONDAY,13,57
"Cleveland, OH",MONDAY,14,84
"Cleveland, OH",MONDAY,15,109
"Cleveland, OH",MONDAY,16,71
"Cleveland, OH",MONDAY,17,124
"Cleveland, OH",MONDAY,18,129
"Cleveland, OH",MONDAY,19,85
"Cleveland, OH",MONDAY,20,36
"Cleveland, OH",MONDAY,21,22
"Cleveland, OH",MONDAY,22,5
"Cleveland, OH",MONDAY,23,2
"Cleveland, OH",SATURDAY,0,17
"Cleveland, OH",SATURDAY,5,53
"Cleveland, OH",SATURDAY,6,133
"Cleveland, OH",SATURDAY,7,175
"Cleveland, OH",SATURDAY,8,136
"Cleveland, OH",SATURDAY,9,31
"Cleveland, OH",SATURDAY,10,78
"Cleveland, OH",SATURDAY,11,59
"Cleveland, OH",SATURDAY,12,57
"Cleveland, OH",SATURDAY,13,68
"Cleveland, OH",SATURDAY,14,76
"Cleveland, OH",SATURDAY,15,77
"Cleveland, OH",SATURDAY,16,58
"Cleveland, OH",SATURDAY,17,72
"Cleveland, OH",SATURDAY,18,78
"Cleveland, OH",SATURDAY,19,36
"Cleveland, OH",SATURDAY,20,18
"Cleveland, OH",SATURDAY,21,9
"Cleveland, OH",SATURDAY,22,2
"Cleveland, OH",SATURDAY,23,1
"Cleveland, OH",SUNDAY,0,31
"Cleveland, OH",SUNDAY,1,1
"Cleveland, OH",SUNDAY,5,44
"Cleveland, OH",SUNDAY,6,123
"Cleveland, OH",SUNDAY,7,141
"Cleveland, OH",SUNDAY,8,130
"Cleveland, OH",SUNDAY,9,52
"Cleveland, OH",SUNDAY,10,95
"Cleveland, OH",SUNDAY,11,85
"Cleveland, OH",SUNDAY,12,78
"Cleveland, OH",SUNDAY,13,57
"Cleveland, OH",SUNDAY,14,79
"Cleveland, OH",SUNDAY,15,107
"Cleveland, OH",SUNDAY,16,72
"Cleveland, OH",SUNDAY,17,116
"Cleveland, OH",SUNDAY,18,121
"Cleveland, OH",SUNDAY,19,90
"Cleveland, OH",SUNDAY,20,28
"Cleveland, OH",SUNDAY,21,18
"Cleveland, OH",SUNDAY,22,10
"Cleveland, OH",SUNDAY,23,1
"Cleveland, OH",SUNDAY,24,1
"Cleveland, OH",THURSDAY,0,15
"Cleveland, OH",THURSDAY,5,59
"Cleveland, OH",THURSDAY,6,194
"Cleveland, OH",THURSDAY,7,173
"Cleveland, OH",THURSDAY,8,173
"Cleveland, OH",THURSDAY,9,65
"Cleveland, OH",THURSDAY,10,81
"Cleveland, OH",THURSDAY,11,109
"Cleveland, OH",THURSDAY,12,100
"Cleveland, OH",THURSDAY,13,60
"Cleveland, OH",THURSDAY,14,96
"Cleveland, OH",THURSDAY,15,105
"Cleveland, OH",THURSDAY,16,81
"Cleveland, OH",THURSDAY,17,120
"Cleveland, OH",THURSDAY,18,135
"Cleveland, OH",THURSDAY,19,103
"Cleveland, OH",THURSDAY,20,37
"Cleveland, OH",THURSDAY,21,28
"Cleveland, OH",THURSDAY,22,6
"Cleveland, OH",THURSDAY,23,2
"Cleveland, OH",TUESDAY,0,9
"Cleveland, OH",TUESDAY,1,1
"Cleveland, OH",TUESDAY,5,58
"Cleveland, OH",TUESDAY,6,176
"Cleveland, OH",TUESDAY,7,165
"Cleveland, OH",TUESDAY,8,154
"Cleveland, OH",TUESDAY,9,42
"Cleveland, OH",TUESDAY,10,90
"Cleveland, OH",TUESDAY,11,108
"Cleveland, OH",TUESDAY,12,86
"Cleveland, OH",TUESDAY,13,57
"Cleveland, OH",TUESDAY,14,87
"Cleveland, OH",TUESDAY,15,100
"Cleveland, OH",TUESDAY,16,76
"Cleveland, OH",TUESDAY,17,127
"Cleveland, OH",TUESDAY,18,123
"Cleveland, OH",TUESDAY,19,98
"Cleveland, OH",TUESDAY,20,35
"Cleveland, OH",TUESDAY,21,25
"Cleveland, OH",TUESDAY,22,4
"Cleveland, OH",TUESDAY,23,5
"Cleveland, OH",WEDNESDAY,0,14
"Cleveland, OH",WEDNESDAY,1,2
"Cleveland, OH",WEDNESDAY,5,58
"Cleveland, OH",WEDNESDAY,6,178
"Cleveland, OH",WEDNESDAY,7,153
"Cleveland, OH",WEDNESDAY,8,160
"Cleveland, OH",WEDNESDAY,9,71
"Cleveland, OH",WEDNESDAY,10,79
"Cleveland, OH",WEDNESDAY,11,102
"Cleveland, OH",WEDNESDAY,12,80
"Cleveland, OH",WEDNESDAY,13,57
"Cleveland, OH",WEDNESDAY,14,87
"Cleveland, OH",WEDNESDAY,15,93
"Cleveland, OH",WEDNESDAY,16,76
"Cleveland, OH",WEDNESDAY,17,126
"Cleveland, OH",WEDNESDAY,18,118
"Cleveland, OH",WEDNESDAY,19,93
"Cleveland, OH",WEDNESDAY,20,38
"Cleveland, OH",WEDNESDAY,21,25
"Cleveland, OH",WEDNESDAY,22,5
"Cleveland, OH",WEDNESDAY,23,2
"Cody, WY",FRIDAY,0,3
"Cody, WY",FRIDAY,6,14
"Cody, WY",FRIDAY,7,2
"Cody, WY",FRIDAY,12,12
"Cody, WY",FRIDAY,13,3
"Cody, WY",FRIDAY,17,2
"Cody, WY",FRIDAY,18,3
"Cody, WY",FRIDAY,19,1
"Cody, WY",MONDAY,0,2
"Cody, WY",MONDAY,6,14
"Cody, WY",MONDAY,9,1
"Cody, WY",MONDAY,12,9
"Cody, WY",MONDAY,13,6
"Cody, WY",MONDAY,14,2
"Cody, WY",MONDAY,17,2
"Cody, WY",MONDAY,18,2
"Cody, WY",SATURDAY,6,16
"Cody, WY",SATURDAY,7,2
"Cody, WY",SATURDAY,11,4
"Cody, WY",SATURDAY,12,17
"Cody, WY",SATURDAY,13,5
"Cody, WY",SATURDAY,14,3
"Cody, WY",SATURDAY,17,2
"Cody, WY",SATURDAY,18,2
"Cody, WY",SATURDAY,19,1
"Cody, WY",SUNDAY,0,1
"Cody, WY",SUNDAY,6,16
"Cody, WY",SUNDAY,7,1
"Cody, WY",SUNDAY,11,3
"Cody, WY",SUNDAY,12,15
"Cody, WY",SUNDAY,14,3
"Cody, WY",SUNDAY,15,1
"Cody, WY",SUNDAY,19,3
"Cody, WY",THURSDAY,6,14
"Cody, WY",THURSDAY,7,3
"Cody, WY",THURSDAY,12,14
"Cody, WY",THURSDAY,13,3
"Cody, WY",THURSDAY,14,1
"Cody, WY",THURSDAY,17,2
"Cody, WY",THURSDAY,18,3
"Cody, WY",TUESDAY,6,16
"Cody, WY",TUESDAY,8,1
"Cody, WY",TUESDAY,12,16
"Cody, WY",TUESDAY,13,1
"Cody, WY",TUESDAY,17,4
"Cody, WY",WEDNESDAY,6,16
"Cody, WY",WEDNESDAY,7,1
"Cody, WY",WEDNESDAY,12,17
"Cody, WY",WEDNESDAY,17,3
"Cody, WY",WEDNESDAY,18,1
"College Station/Bryan, TX",FRIDAY,0,2
"College Station/Bryan, TX",FRIDAY,4,4
"College Station/Bryan, TX",FRIDAY,5,6
"College Station/Bryan, TX",FRIDAY,6,3
"College Station/Bryan, TX",FRIDAY,7,4
"College Station/Bryan, TX",FRIDAY,8,1
"College Station/Bryan, TX",FRIDAY,9,1
"College Station/Bryan, TX",FRIDAY,10,2
"College Station/Bryan, TX",FRIDAY,11,12
"College Station/Bryan, TX",FRIDAY,12,11
"College Station/Bryan, TX",FRIDAY,13,3
"College Station/Bryan, TX",FRIDAY,14,3
"College Station/Bryan, TX",FRIDAY,15,14
"College Station/Bryan, TX",FRIDAY,16,1
"College Station/Bryan, TX",FRIDAY,17,1
"College Station/Bryan, TX",FRIDAY,18,10
"College Station/Bryan, TX",FRIDAY,20,1
"College Station/Bryan, TX",MONDAY,0,1
"College Station/Bryan, TX",MONDAY,4,6
"College Station/Bryan, TX",MONDAY,5,1
"College Station/Bryan, TX",MONDAY,6,2
"College Station/Bryan, TX",MONDAY,7,7
"College Station/Bryan, TX",MONDAY,10,2
"College Station/Bryan, TX",MONDAY,11,14
"College Station/Bryan, TX",MONDAY,12,10
"College Station/Bryan, TX",MONDAY,13,3
"College Station/Bryan, TX",MONDAY,14,3
"College Station/Bryan, TX",MONDAY,15,14
"College Station/Bryan, TX",MONDAY,16,1
"College Station/Bryan, TX",MONDAY,17,2
"College Station/Bryan, TX",MONDAY,18,7
"College Station/Bryan, TX",MONDAY,19,1
"College Station/Bryan, TX",SATURDAY,4,6
"College Station/Bryan, TX",SATURDAY,5,3
"College Station/Bryan, TX",SATURDAY,6,3
"College Station/Bryan, TX",SATURDAY,7,5
"College Station/Bryan, TX",SATURDAY,10,3
"College Station/Bryan, TX",SATURDAY,11,12
"College Station/Bryan, TX",SATURDAY,12,4
"College Station/Bryan, TX",SATURDAY,13,3
"College Station/Bryan, TX",SATURDAY,14,3
"College Station/Bryan, TX",SATURDAY,15,6
"College Station/Bryan, TX",SATURDAY,17,3
"College Station/Bryan, TX",SUNDAY,0,1
"College Station/Bryan, TX",SUNDAY,6,2
"College Station/Bryan, TX",SUNDAY,7,6
"College Station/Bryan, TX",SUNDAY,8,8
"College Station/Bryan, TX",SUNDAY,10,3
"College Station/Bryan, TX",SUNDAY,11,16
"College Station/Bryan, TX",SUNDAY,12,11
"College Station/Bryan, TX",SUNDAY,13,4
"College Station/Bryan, TX",SUNDAY,15,12
"College Station/Bryan, TX",SUNDAY,16,2
"College Station/Bryan, TX",SUNDAY,17,1
"College Station/Bryan, TX",SUNDAY,18,8
"College Station/Bryan, TX",SUNDAY,19,1
"College Station/Bryan, TX",THURSDAY,4,6
"College Station/Bryan, TX",THURSDAY,5,4
"College Station/Bryan, TX",THURSDAY,6,3
"College Station/Bryan, TX",THURSDAY,7,7
"College Station/Bryan, TX",THURSDAY,9,1
"College Station/Bryan, TX",THURSDAY,10,3
"College Station/Bryan, TX",THURSDAY,11,17
"College Station/Bryan, TX",THURSDAY,12,8
"College Station/Bryan, TX",THURSDAY,13,3
"College Station/Bryan, TX",THURSDAY,14,3
"College Station/Bryan, TX",THURSDAY,15,11
"College Station/Bryan, TX",THURSDAY,16,3
"College Station/Bryan, TX",THURSDAY,17,3
"College Station/Bryan, TX",THURSDAY,18,9
"College Station/Bryan, TX",THURSDAY,19,1
"College Station/Bryan, TX",TUESDAY,4,7
"College Station/Bryan, TX",TUESDAY,5,2
"College Station/Bryan, TX",TUESDAY,6,2
"College Station/Bryan, TX",TUESDAY,7,7
"College Station/Bryan, TX",TUESDAY,9,1
"College Station/Bryan, TX",TUESDAY,10,2
"College Station/Bryan, TX",TUESDAY,11,4
"College Station/Bryan, TX",TUESDAY,12,9
"College Station/Bryan, TX",TUESDAY,13,4
"College Station/Bryan, TX",TUESDAY,15,10
"College Station/Bryan, TX",TUESDAY,16,4
"College Station/Bryan, TX",TUESDAY,17,2
"College Station/Bryan, TX",TUESDAY,18,7
"College Station/Bryan, TX",TUESDAY,19,1
"College Station/Bryan, TX",WEDNESDAY,4,6
"College Station/Bryan, TX",WEDNESDAY,5,2
"College Station/Bryan, TX",WEDNESDAY,6,2
"College Station/Bryan, TX",WEDNESDAY,7,7
"College Station/Bryan, TX",WEDNESDAY,8,1
"College Station/Bryan, TX",WEDNESDAY,10,2
"College Station/Bryan, TX",WEDNESDAY,11,11
"College Station/Bryan, TX",WEDNESDAY,12,10
"College Station/Bryan, TX",WEDNESDAY,13,1
"College Station/Bryan, TX",WEDNESDAY,14,3
"College Station/Bryan, TX",WEDNESDAY,15,14
"College Station/Bryan, TX",WEDNESDAY,16,1
"College Station/Bryan, TX",WEDNESDAY,17,2
"College Station/Bryan, TX",WEDNESDAY,18,8
"Colorado Springs, CO",FRIDAY,0,4
"Colorado Springs, CO",FRIDAY,5,33
"Colorado Springs, CO",FRIDAY,6,70
"Colorado Springs, CO",FRIDAY,7,26
"Colorado Springs, CO",FRIDAY,8,57
"Colorado Springs, CO",FRIDAY,9,33
"Colorado Springs, CO",FRIDAY,10,24
"Colorado Springs, CO",FRIDAY,11,51
"Colorado Springs, CO",FRIDAY,12,39
"Colorado Springs, CO",FRIDAY,13,21
"Colorado Springs, CO",FRIDAY,14,6
"Colorado Springs, CO",FRIDAY,15,21
"Colorado Springs, CO",FRIDAY,16,32
"Colorado Springs, CO",FRIDAY,17,32
"Colorado Springs, CO",FRIDAY,18,9
"Colorado Springs, CO",FRIDAY,19,1
"Colorado Springs, CO",FRIDAY,20,1
"Colorado Springs, CO",FRIDAY,23,1
"Colorado Springs, CO",MONDAY,0,4
"Colorado Springs, CO",MONDAY,5,34
"Colorado Springs, CO",MONDAY,6,66
"Colorado Springs, CO",MONDAY,7,27
"Colorado Springs, CO",MONDAY,8,47
"Colorado Springs, CO",MONDAY,9,31
"Colorado Springs, CO",MONDAY,10,24
"Colorado Springs, CO",MONDAY,11,51
"Colorado Springs, CO",MONDAY,12,37
"Colorado Springs, CO",MONDAY,13,18
"Colorado Springs, CO",MONDAY,14,7
"Colorado Springs, CO",MONDAY,15,19
"Colorado Springs, CO",MONDAY,16,25
"Colorado Springs, CO",MONDAY,17,29
"Colorado Springs, CO",MONDAY,18,7
"Colorado Springs, CO",MONDAY,19,5
"Colorado Springs, CO",MONDAY,20,1
"Colorado Springs, CO",MONDAY,23,1
"Colorado Springs, CO",SATURDAY,0,11
"Colorado Springs, CO",SATURDAY,5,31
"Colorado Springs, CO",SATURDAY,6,66
"Colorado Springs, CO",SATURDAY,7,23
"Colorado Springs, CO",SATURDAY,8,55
"Colorado Springs, CO",SATURDAY,9,34
"Colorado Springs, CO",SATURDAY,10,26
"Colorado Springs, CO",SATURDAY,11,40
"Colorado Springs, CO",SATURDAY,12,35
"Colorado Springs, CO",SATURDAY,13,10
"Colorado Springs, CO",SATURDAY,14,10
"Colorado Springs, CO",SATURDAY,15,19
"Colorado Springs, CO",SATURDAY,16,15
"Colorado Springs, CO",SATURDAY,17,9
"Colorado Springs, CO",SATURDAY,18,8
"Colorado Springs, CO",SATURDAY,19,4
"Colorado Springs, CO",SATURDAY,22,2
"Colorado Springs, CO",SUNDAY,0,4
"Colorado Springs, CO",SUNDAY,5,31
"Colorado Springs, CO",SUNDAY,6,61
"Colorado Springs, CO",SUNDAY,7,22
"Colorado Springs, CO",SUNDAY,8,49
"Colorado Springs, CO",SUNDAY,9,33
"Colorado Springs, CO",SUNDAY,10,24
"Colorado Springs, CO",SUNDAY,11,41
"Colorado Springs, CO",SUNDAY,12,42
"Colorado Springs, CO",SUNDAY,13,16
"Colorado Springs, CO",SUNDAY,14,9
"Colorado Springs, CO",SUNDAY,15,19
"Colorado Springs, CO",SUNDAY,16,29
"Colorado Springs, CO",SUNDAY,17,26
"Colorado Springs, CO",SUNDAY,18,8
"Colorado Springs, CO",SUNDAY,19,4
"Colorado Springs, CO",THURSDAY,0,5
"Colorado Springs, CO",THURSDAY,5,36
"Colorado Springs, CO",THURSDAY,6,67
"Colorado Springs, CO",THURSDAY,7,26
"Colorado Springs, CO",THURSDAY,8,57
"Colorado Springs, CO",THURSDAY,9,31
"Colorado Springs, CO",THURSDAY,10,25
"Colorado Springs, CO",THURSDAY,11,42
"Colorado Springs, CO",THURSDAY,12,43
"Colorado Springs, CO",THURSDAY,13,18
"Colorado Springs, CO",THURSDAY,14,10
"Colorado Springs, CO",THURSDAY,15,21
"Colorado Springs, CO",THURSDAY,16,32
"Colorado Springs, CO",THURSDAY,17,29
"Colorado Springs, CO",THURSDAY,18,8
"Colorado Springs, CO",THURSDAY,19,5
"Colorado Springs, CO",TUESDAY,0,1
"Colorado Springs, CO",TUESDAY,5,32
"Colorado Springs, CO",TUESDAY,6,58
"Colorado Springs, CO",TUESDAY,7,27
"Colorado Springs, CO",TUESDAY,8,51
"Colorado Springs, CO",TUESDAY,9,34
"Colorado Springs, CO",TUESDAY,10,24
"Colorado Springs, CO",TUESDAY,11,42
"Colorado Springs, CO",TUESDAY,12,42
"Colorado Springs, CO",TUESDAY,13,16
"Colorado Springs, CO",TUESDAY,14,6
"Colorado Springs, CO",TUESDAY,15,21
"Colorado Springs, CO",TUESDAY,16,16
"Colorado Springs, CO",TUESDAY,17,22
"Colorado Springs, CO",TUESDAY,18,12
"Colorado Springs, CO",WEDNESDAY,0,4
"Colorado Springs, CO",WEDNESDAY,5,29
"Colorado Springs, CO",WEDNESDAY,6,54
"Colorado Springs, CO",WEDNESDAY,7,30
"Colorado Springs, CO",WEDNESDAY,8,51
"Colorado Springs, CO",WEDNESDAY,9,32
"Colorado Springs, CO",WEDNESDAY,10,25
"Colorado Springs, CO",WEDNESDAY,11,38
"Colorado Springs, CO",WEDNESDAY,12,42
"Colorado Springs, CO",WEDNESDAY,13,18
"Colorado Springs, CO",WEDNESDAY,14,9
"Colorado Springs, CO",WEDNESDAY,15,22
"Colorado Springs, CO",WEDNESDAY,16,29
"Colorado Springs, CO",WEDNESDAY,17,27
"Colorado Springs, CO",WEDNESDAY,18,9
"Colorado Springs, CO",WEDNESDAY,19,2
"Columbia, SC",FRIDAY,5,17
"Columbia, SC",FRIDAY,6,36
"Columbia, SC",FRIDAY,7,8
"Columbia, SC",FRIDAY,8,16
"Columbia, SC",FRIDAY,9,10
"Columbia, SC",FRIDAY,10,5
"Columbia, SC",FRIDAY,11,10
"Columbia, SC",FRIDAY,12,7
"Columbia, SC",FRIDAY,13,3
"Columbia, SC",FRIDAY,14,3
"Columbia, SC",FRIDAY,15,18
"Columbia, SC",FRIDAY,16,19
"Columbia, SC",FRIDAY,17,27
"Columbia, SC",FRIDAY,18,14
"Columbia, SC",FRIDAY,19,7
"Columbia, SC",FRIDAY,20,2
"Columbia, SC",FRIDAY,21,3
"Columbia, SC",MONDAY,0,1
"Columbia, SC",MONDAY,5,17
"Columbia, SC",MONDAY,6,34
"Columbia, SC",MONDAY,7,5
"Columbia, SC",MONDAY,8,11
"Columbia, SC",MONDAY,9,11
"Columbia, SC",MONDAY,10,8
"Columbia, SC",MONDAY,11,10
"Columbia, SC",MONDAY,12,6
"Columbia, SC",MONDAY,13,4
"Columbia, SC",MONDAY,14,3
"Columbia, SC",MONDAY,15,12
"Columbia, SC",MONDAY,16,18
"Columbia, SC",MONDAY,17,25
"Columbia, SC",MONDAY,18,18
"Columbia, SC",MONDAY,19,7
"Columbia, SC",MONDAY,20,2
"Columbia, SC",MONDAY,21,1
"Columbia, SC",SATURDAY,0,1
"Columbia, SC",SATURDAY,5,7
"Columbia, SC",SATURDAY,6,29
"Columbia, SC",SATURDAY,7,15
"Columbia, SC",SATURDAY,8,16
"Columbia, SC",SATURDAY,9,1
"Columbia, SC",SATURDAY,10,3
"Columbia, SC",SATURDAY,11,10
"Columbia, SC",SATURDAY,12,1
"Columbia, SC",SATURDAY,13,8
"Columbia, SC",SATURDAY,14,5
"Columbia, SC",SATURDAY,15,3
"Columbia, SC",SATURDAY,16,11
"Columbia, SC",SATURDAY,17,5
"Columbia, SC",SATURDAY,18,1
"Columbia, SC",SATURDAY,19,1
"Columbia, SC",SATURDAY,21,1
"Columbia, SC",SUNDAY,0,4
"Columbia, SC",SUNDAY,5,12
"Columbia, SC",SUNDAY,6,24
"Columbia, SC",SUNDAY,7,3
"Columbia, SC",SUNDAY,8,16
"Columbia, SC",SUNDAY,9,10
"Columbia, SC",SUNDAY,10,4
"Columbia, SC",SUNDAY,11,11
"Columbia, SC",SUNDAY,12,5
"Columbia, SC",SUNDAY,13,3
"Columbia, SC",SUNDAY,14,1
"Columbia, SC",SUNDAY,15,14
"Columbia, SC",SUNDAY,16,11
"Columbia, SC",SUNDAY,17,21
"Columbia, SC",SUNDAY,18,20
"Columbia, SC",SUNDAY,19,8
"Columbia, SC",SUNDAY,20,1
"Columbia, SC",SUNDAY,21,4
"Columbia, SC",THURSDAY,5,18
"Columbia, SC",THURSDAY,6,39
"Columbia, SC",THURSDAY,7,5
"Columbia, SC",THURSDAY,8,16
"Columbia, SC",THURSDAY,9,13
"Columbia, SC",THURSDAY,10,5
"Columbia, SC",THURSDAY,11,10
"Columbia, SC",THURSDAY,12,7
"Columbia, SC",THURSDAY,13,4
"Columbia, SC",THURSDAY,14,3
"Columbia, SC",THURSDAY,15,13
"Columbia, SC",THURSDAY,16,18
"Columbia, SC",THURSDAY,17,25
"Columbia, SC",THURSDAY,18,15
"Columbia, SC",THURSDAY,19,11
"Columbia, SC",THURSDAY,20,1
"Columbia, SC",THURSDAY,22,1
"Columbia, SC",TUESDAY,5,16
"Columbia, SC",TUESDAY,6,36
"Columbia, SC",TUESDAY,7,7
"Columbia, SC",TUESDAY,8,15
"Columbia, SC",TUESDAY,9,10
"Columbia, SC",TUESDAY,10,6
"Columbia, SC",TUESDAY,11,10
"Columbia, SC",TUESDAY,12,5
"Columbia, SC",TUESDAY,13,4
"Columbia, SC",TUESDAY,14,3
"Columbia, SC",TUESDAY,15,11
"Columbia, SC",TUESDAY,16,20
"Columbia, SC",TUESDAY,17,21
"Columbia, SC",TUESDAY,18,14
"Columbia, SC",TUESDAY,19,7
"Columbia, SC",TUESDAY,20,3
"Columbia, SC",TUESDAY,21,2
"Columbia, SC",WEDNESDAY,0,1
"Columbia, SC",WEDNESDAY,5,16
"Columbia, SC",WEDNESDAY,6,36
"Columbia, SC",WEDNESDAY,7,5
"Columbia, SC",WEDNESDAY,8,14
"Columbia, SC",WEDNESDAY,9,13
"Columbia, SC",WEDNESDAY,10,4
"Columbia, SC",WEDNESDAY,11,11
"Columbia, SC",WEDNESDAY,12,5
"Columbia, SC",WEDNESDAY,13,5
"Columbia, SC",WEDNESDAY,15,15
"Columbia, SC",WEDNESDAY,16,13
"Columbia, SC",WEDNESDAY,17,29
"Columbia, SC",WEDNESDAY,18,15
"Columbia, SC",WEDNESDAY,19,9
"Columbia, SC",WEDNESDAY,20,1
"Columbus, GA",FRIDAY,5,13
"Columbus, GA",FRIDAY,6,4
"Columbus, GA",FRIDAY,8,1
"Columbus, GA",FRIDAY,11,12
"Columbus, GA",FRIDAY,12,3
"Columbus, GA",FRIDAY,14,9
"Columbus, GA",FRIDAY,15,4
"Columbus, GA",FRIDAY,16,2
"Columbus, GA",FRIDAY,17,8
